Query	Entry	Entry_Name	Protein_Name	Gene_Names	Organism	GO_IDs	GO_Terms	GO_Evidence	Status
A0A1D2NGA8	A0A1D2NGA8	A0A1D2NGA8_ORCCI	Melanoma-associated antigen 10	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2N1Y5	A0A1D2N1Y5	A0A1D2N1Y5_ORCCI	Longitudinals lacking protein-like	NA	Orchesella cincta	GO:0005634;GO:0008270;GO:0048513;GO:0003006;GO:0048666;GO:0006357	C:nucleus;F:zinc ion binding;P:animal organ development;P:developmental process involved in reproduction;P:neuron development;P:regulation of transcription by RNA polymerase II	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-ARBA;IEA:UniProtKB-ARBA;IEA:UniProtKB-ARBA;IEA:TreeGrafter	Success
A0A1D2NHG0	A0A1D2NHG0	A0A1D2NHG0_ORCCI	RanBP-type and C3HC4-type zinc finger-containing protein 1	NA	Orchesella cincta	GO:0071797;GO:0043130;GO:0004842;GO:0008270;GO:0009893;GO:0043161;GO:0097039;GO:0060255	C:LUBAC complex;F:ubiquitin binding;F:ubiquitin-protein transferase activity;F:zinc ion binding;P:positive regulation of metabolic process;P:proteasome-mediated ubiquitin-dependent protein catabolic process;P:protein linear polyubiquitination;P:regulation of macromolecule metabolic process	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-ARBA;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-ARBA	Success
A0A1D2NHG0	A0A1D2NHG0	A0A1D2NHG0_ORCCI	RanBP-type and C3HC4-type zinc finger-containing protein 1	NA	Orchesella cincta	GO:0071797;GO:0043130;GO:0004842;GO:0008270;GO:0009893;GO:0043161;GO:0097039;GO:0060255	C:LUBAC complex;F:ubiquitin binding;F:ubiquitin-protein transferase activity;F:zinc ion binding;P:positive regulation of metabolic process;P:proteasome-mediated ubiquitin-dependent protein catabolic process;P:protein linear polyubiquitination;P:regulation of macromolecule metabolic process	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-ARBA;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-ARBA	Success
A0A1D2NHG0	A0A1D2NHG0	A0A1D2NHG0_ORCCI	RanBP-type and C3HC4-type zinc finger-containing protein 1	NA	Orchesella cincta	GO:0071797;GO:0043130;GO:0004842;GO:0008270;GO:0009893;GO:0043161;GO:0097039;GO:0060255	C:LUBAC complex;F:ubiquitin binding;F:ubiquitin-protein transferase activity;F:zinc ion binding;P:positive regulation of metabolic process;P:proteasome-mediated ubiquitin-dependent protein catabolic process;P:protein linear polyubiquitination;P:regulation of macromolecule metabolic process	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-ARBA;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-ARBA	Success
A0A1D2MTR1	A0A1D2MTR1	A0A1D2MTR1_ORCCI	Transient receptor potential cation channel subfamily V member 6	NA	Orchesella cincta	GO:0034703;GO:0005886;GO:0005262;GO:0098703	C:cation channel complex;C:plasma membrane;F:calcium channel activity;P:calcium ion import across plasma membrane	IEA:UniProtKB-ARBA;IEA:UniProtKB-SubCell;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2M7S8	A0A1D2M7S8	A0A1D2M7S8_ORCCI	Failed axon connections	NA	Orchesella cincta	GO:0005737	C:cytoplasm	IEA:TreeGrafter	Success
A0A1D2MLT9	A0A1D2MLT9	A0A1D2MLT9_ORCCI	protein-tyrosine-phosphatase	NA	Orchesella cincta	GO:0005783;GO:0016020;GO:0005634;GO:0004726;GO:0019901;GO:0070373;GO:0046426;GO:0048666	C:endoplasmic reticulum;C:membrane;C:nucleus;F:non-membrane spanning protein tyrosine phosphatase activity;F:protein kinase binding;P:negative regulation of ERK1 and ERK2 cascade;P:negative regulation of receptor signaling pathway via JAK-STAT;P:neuron development	IEA:UniProtKB-SubCell;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-ARBA	Success
A0A1D2MTR1	A0A1D2MTR1	A0A1D2MTR1_ORCCI	Transient receptor potential cation channel subfamily V member 6	NA	Orchesella cincta	GO:0034703;GO:0005886;GO:0005262;GO:0098703	C:cation channel complex;C:plasma membrane;F:calcium channel activity;P:calcium ion import across plasma membrane	IEA:UniProtKB-ARBA;IEA:UniProtKB-SubCell;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2NHC9	A0A1D2NHC9	A0A1D2NHC9_ORCCI	Trypsin-1	NA	Orchesella cincta	GO:0004252;GO:0006508	F:serine-type endopeptidase activity;P:proteolysis	IEA:InterPro;IEA:InterPro	Success
A0A1D2MF99	A0A1D2MF99	A0A1D2MF99_ORCCI	Failed axon connections	NA	Orchesella cincta	GO:0005737	C:cytoplasm	IEA:TreeGrafter	Success
A0A1D2MLR0	A0A1D2MLR0	A0A1D2MLR0_ORCCI	Failed axon connections	NA	Orchesella cincta	GO:0005737;GO:0016020	C:cytoplasm;C:membrane	IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2MF99	A0A1D2MF99	A0A1D2MF99_ORCCI	Failed axon connections	NA	Orchesella cincta	GO:0005737	C:cytoplasm	IEA:TreeGrafter	Success
A0A1D2MF99	A0A1D2MF99	A0A1D2MF99_ORCCI	Failed axon connections	NA	Orchesella cincta	GO:0005737	C:cytoplasm	IEA:TreeGrafter	Success
A0A1D2M5D2	A0A1D2M5D2	A0A1D2M5D2_ORCCI	Failed axon connections	NA	Orchesella cincta	GO:0005737	C:cytoplasm	IEA:TreeGrafter	Success
A0A1D2M5D2	A0A1D2M5D2	A0A1D2M5D2_ORCCI	Failed axon connections	NA	Orchesella cincta	GO:0005737	C:cytoplasm	IEA:TreeGrafter	Success
A0A1D2MLS8	A0A1D2MLS8	A0A1D2MLS8_ORCCI	Failed axon connections	NA	Orchesella cincta	GO:0005737	C:cytoplasm	IEA:TreeGrafter	Success
A0A1D2M7S8	A0A1D2M7S8	A0A1D2M7S8_ORCCI	Failed axon connections	NA	Orchesella cincta	GO:0005737	C:cytoplasm	IEA:TreeGrafter	Success
A0A1D2MWG5	A0A1D2MWG5	A0A1D2MWG5_ORCCI	TPPP family protein	NA	Orchesella cincta	GO:0005874;GO:0015631;GO:0001578;GO:0046785;GO:0032273	C:microtubule;F:tubulin binding;P:microtubule bundle formation;P:microtubule polymerization;P:positive regulation of protein polymerization	IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2MX61	A0A1D2MX61	A0A1D2MX61_ORCCI	Uncharacterized protein	NA	Orchesella cincta	GO:0031902;GO:0005765;GO:0035658;GO:0010506	C:late endosome membrane;C:lysosomal membrane;C:Mon1-Ccz1 complex;P:regulation of autophagy	IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:InterPro	Success
A0A1D2NJ42	A0A1D2NJ42	A0A1D2NJ42_ORCCI	Cytochrome c oxidase subunit 6C-2	NA	Orchesella cincta	GO:0005743	C:mitochondrial inner membrane	IEA:UniProtKB-SubCell	Success
A0A1D2NJV6	A0A1D2NJV6	A0A1D2NJV6_ORCCI	Aladin	NA	Orchesella cincta	GO:0005643;GO:0006913	C:nuclear pore;P:nucleocytoplasmic transport	IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NJV6	A0A1D2NJV6	A0A1D2NJV6_ORCCI	Aladin	NA	Orchesella cincta	GO:0005643;GO:0006913	C:nuclear pore;P:nucleocytoplasmic transport	IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NJ17	A0A1D2NJ17	A0A1D2NJ17_ORCCI	Protein TSSC1	NA	Orchesella cincta	GO:0016567	P:protein ubiquitination	IEA:TreeGrafter	Success
A0A1D2NHT9	A0A1D2NHT9	A0A1D2NHT9_ORCCI	Uncharacterized protein	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2MMT0	A0A1D2MMT0	A0A1D2MMT0_ORCCI	SEC14-like protein 2	NA	Orchesella cincta	GO:0005737	C:cytoplasm	IEA:TreeGrafter	Success
A0A1D2MX64	A0A1D2MX64	A0A1D2MX64_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MGY1	A0A1D2MGY1	A0A1D2MGY1_ORCCI	Solute carrier family 35 member F1	NA	Orchesella cincta	GO:0016020;GO:0022857	C:membrane;F:transmembrane transporter activity	IEA:UniProtKB-SubCell;IEA:InterPro	Success
A0A1D2MGY1	A0A1D2MGY1	A0A1D2MGY1_ORCCI	Solute carrier family 35 member F1	NA	Orchesella cincta	GO:0016020;GO:0022857	C:membrane;F:transmembrane transporter activity	IEA:UniProtKB-SubCell;IEA:InterPro	Success
A0A1D2N0C3	A0A1D2N0C3	A0A1D2N0C3_ORCCI	Lovastatin diketide synthase LovF	NA	Orchesella cincta	GO:0004315;GO:0016491;GO:0031177;GO:0006633	F:3-oxoacyl-[acyl-carrier-protein] synthase activity;F:oxidoreductase activity;F:phosphopantetheine binding;P:fatty acid biosynthetic process	IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-UniPathway	Success
A0A1D2MLB9	A0A1D2MLB9	A0A1D2MLB9_ORCCI	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	NA	Orchesella cincta	GO:0005737;GO:0005942;GO:0005886;GO:0016303;GO:0035005;GO:0005524;GO:0035091;GO:0016477;GO:0043491;GO:0048015	C:cytoplasm;C:phosphatidylinositol 3-kinase complex;C:plasma membrane;F:1-phosphatidylinositol-3-kinase activity;F:1-phosphatidylinositol-4-phosphate 3-kinase activity;F:ATP binding;F:phosphatidylinositol binding;P:cell migration;P:phosphatidylinositol 3-kinase/protein kinase B signal transduction;P:phosphatidylinositol-mediated signaling	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-EC;IEA:UniProtKB-KW;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MLB9	A0A1D2MLB9	A0A1D2MLB9_ORCCI	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	NA	Orchesella cincta	GO:0005737;GO:0005942;GO:0005886;GO:0016303;GO:0035005;GO:0005524;GO:0035091;GO:0016477;GO:0043491;GO:0048015	C:cytoplasm;C:phosphatidylinositol 3-kinase complex;C:plasma membrane;F:1-phosphatidylinositol-3-kinase activity;F:1-phosphatidylinositol-4-phosphate 3-kinase activity;F:ATP binding;F:phosphatidylinositol binding;P:cell migration;P:phosphatidylinositol 3-kinase/protein kinase B signal transduction;P:phosphatidylinositol-mediated signaling	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-EC;IEA:UniProtKB-KW;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2N0J5	A0A1D2N0J5	A0A1D2N0J5_ORCCI	Alkaline phosphatase	NA	Orchesella cincta	GO:0004035;GO:0046872	F:alkaline phosphatase activity;F:metal ion binding	IEA:UniProtKB-EC;IEA:UniProtKB-KW	Success
A0A1D2MD79	A0A1D2MD79	A0A1D2MD79_ORCCI	Putative zinc finger protein	NA	Orchesella cincta	GO:0005634;GO:0001228;GO:0000978;GO:0008270	C:nucleus;F:DNA-binding transcription activator activity, RNA polymerase II-specific;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding;F:zinc ion binding	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2ML30	A0A1D2ML30	A0A1D2ML30_ORCCI	peptidylprolyl isomerase	NA	Orchesella cincta	GO:0005737;GO:0003755	C:cytoplasm;F:peptidyl-prolyl cis-trans isomerase activity	IEA:UniProtKB-SubCell;IEA:UniProtKB-KW	Success
A0A1D2N509	A0A1D2N509	A0A1D2N509_ORCCI	Piwi-like protein 1	NA	Orchesella cincta	GO:0003676	F:nucleic acid binding	IEA:InterPro	Success
A0A1D2NCI9	A0A1D2NCI9	A0A1D2NCI9_ORCCI	Zinc finger and SCAN domain-containing protein 12	NA	Orchesella cincta	GO:0008270	F:zinc ion binding	IEA:UniProtKB-KW	Success
A0A1D2NCI9	A0A1D2NCI9	A0A1D2NCI9_ORCCI	Zinc finger and SCAN domain-containing protein 12	NA	Orchesella cincta	GO:0008270	F:zinc ion binding	IEA:UniProtKB-KW	Success
A0A1D2NCI9	A0A1D2NCI9	A0A1D2NCI9_ORCCI	Zinc finger and SCAN domain-containing protein 12	NA	Orchesella cincta	GO:0008270	F:zinc ion binding	IEA:UniProtKB-KW	Success
A0A1D2NMY4	A0A1D2NMY4	A0A1D2NMY4_ORCCI	Hsp90 co-chaperone Cdc37	NA	Orchesella cincta	GO:0005737;GO:0031072;GO:0019901;GO:0051087;GO:0051082;GO:0006457;GO:0050821	C:cytoplasm;F:heat shock protein binding;F:protein kinase binding;F:protein-folding chaperone binding;F:unfolded protein binding;P:protein folding;P:protein stabilization	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MSN0	A0A1D2MSN0	A0A1D2MSN0_ORCCI	Putative RNA-binding protein EEED8.10	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MSN0	A0A1D2MSN0	A0A1D2MSN0_ORCCI	Putative RNA-binding protein EEED8.10	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2NHM2	A0A1D2NHM2	A0A1D2NHM2_ORCCI	Septin	NA	Orchesella cincta	GO:0005525	F:GTP binding	IEA:UniProtKB-UniRule	Success
A0A1D2NJW7	A0A1D2NJW7	A0A1D2NJW7_ORCCI	Retinoblastoma-binding protein 5	NA	Orchesella cincta	GO:0048188	C:Set1C/COMPASS complex	IEA:InterPro	Success
A0A1D2N0C3	A0A1D2N0C3	A0A1D2N0C3_ORCCI	Lovastatin diketide synthase LovF	NA	Orchesella cincta	GO:0004315;GO:0016491;GO:0031177;GO:0006633	F:3-oxoacyl-[acyl-carrier-protein] synthase activity;F:oxidoreductase activity;F:phosphopantetheine binding;P:fatty acid biosynthetic process	IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-UniPathway	Success
A0A1D2N0C3	A0A1D2N0C3	A0A1D2N0C3_ORCCI	Lovastatin diketide synthase LovF	NA	Orchesella cincta	GO:0004315;GO:0016491;GO:0031177;GO:0006633	F:3-oxoacyl-[acyl-carrier-protein] synthase activity;F:oxidoreductase activity;F:phosphopantetheine binding;P:fatty acid biosynthetic process	IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-UniPathway	Success
A0A1D2MYK4	A0A1D2MYK4	A0A1D2MYK4_ORCCI	Phenolphthiocerol synthesis polyketide synthase type I Pks15/1	NA	Orchesella cincta	GO:0004312;GO:0016491;GO:0031177;GO:0008270;GO:0006633	F:fatty acid synthase activity;F:oxidoreductase activity;F:phosphopantetheine binding;F:zinc ion binding;P:fatty acid biosynthetic process	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-UniPathway	Success
A0A1D2N3W5	A0A1D2N3W5	A0A1D2N3W5_ORCCI	Structural maintenance of chromosomes protein 2	NA	Orchesella cincta	GO:0000794;GO:0030870;GO:0003691;GO:0051880;GO:0043047;GO:0070192;GO:0006302;GO:0000722;GO:0007004	C:condensed nuclear chromosome;C:Mre11 complex;F:double-stranded telomeric DNA binding;F:G-quadruplex DNA binding;F:single-stranded telomeric DNA binding;P:chromosome organization involved in meiotic cell cycle;P:double-strand break repair;P:telomere maintenance via recombination;P:telomere maintenance via telomerase	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2N3V8	A0A1D2N3V8	A0A1D2N3V8_ORCCI	Janus kinase and microtubule-interacting protein 1	NA	Orchesella cincta	GO:0016301	F:kinase activity	IEA:UniProtKB-KW	Success
A0A1D2MLB9	A0A1D2MLB9	A0A1D2MLB9_ORCCI	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	NA	Orchesella cincta	GO:0005737;GO:0005942;GO:0005886;GO:0016303;GO:0035005;GO:0005524;GO:0035091;GO:0016477;GO:0043491;GO:0048015	C:cytoplasm;C:phosphatidylinositol 3-kinase complex;C:plasma membrane;F:1-phosphatidylinositol-3-kinase activity;F:1-phosphatidylinositol-4-phosphate 3-kinase activity;F:ATP binding;F:phosphatidylinositol binding;P:cell migration;P:phosphatidylinositol 3-kinase/protein kinase B signal transduction;P:phosphatidylinositol-mediated signaling	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-EC;IEA:UniProtKB-KW;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MLB9	A0A1D2MLB9	A0A1D2MLB9_ORCCI	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	NA	Orchesella cincta	GO:0005737;GO:0005942;GO:0005886;GO:0016303;GO:0035005;GO:0005524;GO:0035091;GO:0016477;GO:0043491;GO:0048015	C:cytoplasm;C:phosphatidylinositol 3-kinase complex;C:plasma membrane;F:1-phosphatidylinositol-3-kinase activity;F:1-phosphatidylinositol-4-phosphate 3-kinase activity;F:ATP binding;F:phosphatidylinositol binding;P:cell migration;P:phosphatidylinositol 3-kinase/protein kinase B signal transduction;P:phosphatidylinositol-mediated signaling	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-EC;IEA:UniProtKB-KW;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MLB9	A0A1D2MLB9	A0A1D2MLB9_ORCCI	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	NA	Orchesella cincta	GO:0005737;GO:0005942;GO:0005886;GO:0016303;GO:0035005;GO:0005524;GO:0035091;GO:0016477;GO:0043491;GO:0048015	C:cytoplasm;C:phosphatidylinositol 3-kinase complex;C:plasma membrane;F:1-phosphatidylinositol-3-kinase activity;F:1-phosphatidylinositol-4-phosphate 3-kinase activity;F:ATP binding;F:phosphatidylinositol binding;P:cell migration;P:phosphatidylinositol 3-kinase/protein kinase B signal transduction;P:phosphatidylinositol-mediated signaling	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-EC;IEA:UniProtKB-KW;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MLB9	A0A1D2MLB9	A0A1D2MLB9_ORCCI	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	NA	Orchesella cincta	GO:0005737;GO:0005942;GO:0005886;GO:0016303;GO:0035005;GO:0005524;GO:0035091;GO:0016477;GO:0043491;GO:0048015	C:cytoplasm;C:phosphatidylinositol 3-kinase complex;C:plasma membrane;F:1-phosphatidylinositol-3-kinase activity;F:1-phosphatidylinositol-4-phosphate 3-kinase activity;F:ATP binding;F:phosphatidylinositol binding;P:cell migration;P:phosphatidylinositol 3-kinase/protein kinase B signal transduction;P:phosphatidylinositol-mediated signaling	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-EC;IEA:UniProtKB-KW;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MLB9	A0A1D2MLB9	A0A1D2MLB9_ORCCI	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	NA	Orchesella cincta	GO:0005737;GO:0005942;GO:0005886;GO:0016303;GO:0035005;GO:0005524;GO:0035091;GO:0016477;GO:0043491;GO:0048015	C:cytoplasm;C:phosphatidylinositol 3-kinase complex;C:plasma membrane;F:1-phosphatidylinositol-3-kinase activity;F:1-phosphatidylinositol-4-phosphate 3-kinase activity;F:ATP binding;F:phosphatidylinositol binding;P:cell migration;P:phosphatidylinositol 3-kinase/protein kinase B signal transduction;P:phosphatidylinositol-mediated signaling	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-EC;IEA:UniProtKB-KW;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2N6L5	A0A1D2N6L5	A0A1D2N6L5_ORCCI	Cytochrome P450 2J5	NA	Orchesella cincta	GO:0005737;GO:0043231;GO:0020037;GO:0005506;GO:0016712;GO:0008395;GO:0006082;GO:0006805	C:cytoplasm;C:intracellular membrane-bounded organelle;F:heme binding;F:iron ion binding;F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen;F:steroid hydroxylase activity;P:organic acid metabolic process;P:xenobiotic metabolic process	IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2N600	A0A1D2N600	A0A1D2N600_ORCCI	UDP-glucuronosyltransferase	NA	Orchesella cincta	GO:0016020;GO:0008194	C:membrane;F:UDP-glycosyltransferase activity	IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2MEM4	A0A1D2MEM4	A0A1D2MEM4_ORCCI	Ubiquitin carboxyl-terminal hydrolase	NA	Orchesella cincta	GO:0005737;GO:0004843;GO:0016579;GO:0006511	C:cytoplasm;F:cysteine-type deubiquitinase activity;P:protein deubiquitination;P:ubiquitin-dependent protein catabolic process	IEA:TreeGrafter;IEA:UniProtKB-EC;IEA:TreeGrafter;IEA:UniProtKB-UniRule	Success
A0A1D2N0C3	A0A1D2N0C3	A0A1D2N0C3_ORCCI	Lovastatin diketide synthase LovF	NA	Orchesella cincta	GO:0004315;GO:0016491;GO:0031177;GO:0006633	F:3-oxoacyl-[acyl-carrier-protein] synthase activity;F:oxidoreductase activity;F:phosphopantetheine binding;P:fatty acid biosynthetic process	IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-UniPathway	Success
A0A1D2N0C3	A0A1D2N0C3	A0A1D2N0C3_ORCCI	Lovastatin diketide synthase LovF	NA	Orchesella cincta	GO:0004315;GO:0016491;GO:0031177;GO:0006633	F:3-oxoacyl-[acyl-carrier-protein] synthase activity;F:oxidoreductase activity;F:phosphopantetheine binding;P:fatty acid biosynthetic process	IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-UniPathway	Success
A0A1D2N0C3	A0A1D2N0C3	A0A1D2N0C3_ORCCI	Lovastatin diketide synthase LovF	NA	Orchesella cincta	GO:0004315;GO:0016491;GO:0031177;GO:0006633	F:3-oxoacyl-[acyl-carrier-protein] synthase activity;F:oxidoreductase activity;F:phosphopantetheine binding;P:fatty acid biosynthetic process	IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-UniPathway	Success
A0A1D2N0C3	A0A1D2N0C3	A0A1D2N0C3_ORCCI	Lovastatin diketide synthase LovF	NA	Orchesella cincta	GO:0004315;GO:0016491;GO:0031177;GO:0006633	F:3-oxoacyl-[acyl-carrier-protein] synthase activity;F:oxidoreductase activity;F:phosphopantetheine binding;P:fatty acid biosynthetic process	IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-UniPathway	Success
A0A1D2M3V2	A0A1D2M3V2	A0A1D2M3V2_ORCCI	Alpha-mannosidase 2	NA	Orchesella cincta	GO:0000139;GO:0004559;GO:0030246;GO:0006013;GO:0006491	C:Golgi membrane;F:alpha-mannosidase activity;F:carbohydrate binding;P:mannose metabolic process;P:N-glycan processing	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2NHK3	A0A1D2NHK3	A0A1D2NHK3_ORCCI	Paraplegin	NA	Orchesella cincta	GO:0005745;GO:0005524;GO:0016887;GO:0004176;GO:0004222;GO:0034982	C:m-AAA complex;F:ATP binding;F:ATP hydrolysis activity;F:ATP-dependent peptidase activity;F:metalloendopeptidase activity;P:mitochondrial protein processing	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2ND09	A0A1D2ND09	A0A1D2ND09_ORCCI	non-specific serine/threonine protein kinase	NA	Orchesella cincta	GO:0016020;GO:0005524;GO:0004674	C:membrane;F:ATP binding;F:protein serine/threonine kinase activity	IEA:UniProtKB-KW;IEA:UniProtKB-UniRule;IEA:UniProtKB-KW	Success
A0A1D2NCR8	A0A1D2NCR8	A0A1D2NCR8_ORCCI	Uncharacterized protein	NA	Orchesella cincta	GO:0003676	F:nucleic acid binding	IEA:InterPro	Success
A0A1D2MSN0	A0A1D2MSN0	A0A1D2MSN0_ORCCI	Putative RNA-binding protein EEED8.10	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2NJZ4	A0A1D2NJZ4	A0A1D2NJZ4_ORCCI	E3 ubiquitin-protein ligase CHFR	NA	Orchesella cincta	GO:0005829;GO:0005634;GO:0035861;GO:0000151;GO:0005524;GO:0042393;GO:0061630;GO:0008270;GO:0006302;GO:0070936;GO:0060255;GO:0006511	C:cytosol;C:nucleus;C:site of double-strand break;C:ubiquitin ligase complex;F:ATP binding;F:histone binding;F:ubiquitin protein ligase activity;F:zinc ion binding;P:double-strand break repair;P:protein K48-linked ubiquitination;P:regulation of macromolecule metabolic process;P:ubiquitin-dependent protein catabolic process	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-ARBA;IEA:TreeGrafter	Success
A0A1D2NKF3	A0A1D2NKF3	A0A1D2NKF3_ORCCI	Polynucleotide 5'-hydroxyl-kinase NOL9	NA	Orchesella cincta	GO:0005634;GO:0005524;GO:0051731;GO:0000448	C:nucleus;F:ATP binding;F:polynucleotide 5'-hydroxyl-kinase activity;P:cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2MGY1	A0A1D2MGY1	A0A1D2MGY1_ORCCI	Solute carrier family 35 member F1	NA	Orchesella cincta	GO:0016020;GO:0022857	C:membrane;F:transmembrane transporter activity	IEA:UniProtKB-SubCell;IEA:InterPro	Success
A0A1D2MGY1	A0A1D2MGY1	A0A1D2MGY1_ORCCI	Solute carrier family 35 member F1	NA	Orchesella cincta	GO:0016020;GO:0022857	C:membrane;F:transmembrane transporter activity	IEA:UniProtKB-SubCell;IEA:InterPro	Success
