Query	Entry	Entry_Name	Protein_Name	Gene_Names	Organism	GO_IDs	GO_Terms	GO_Evidence	Status
A0A1D2MPK2	A0A1D2MPK2	A0A1D2MPK2_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MEI9	A0A1D2MEI9	A0A1D2MEI9_ORCCI	Poly(A) RNA polymerase cid13	NA	Orchesella cincta	GO:0016779;GO:0031123	F:nucleotidyltransferase activity;P:RNA 3'-end processing	IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A7K9U6F1	A0A7K9U6F1	A0A7K9U6F1_9AVES	ZN131 protein	Znf131	Chloroceryle aenea	GO:0005634;GO:0000981;GO:0008270	C:nucleus;F:DNA-binding transcription factor activity, RNA polymerase II-specific;F:zinc ion binding	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A226DKQ7	A0A226DKQ7	A0A226DKQ7_FOLCA	Gustatory receptor	NA	Folsomia candida	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2N704	A0A1D2N704	A0A1D2N704_ORCCI	Carboxylic ester hydrolase	NA	Orchesella cincta	GO:0016020;GO:0052689	C:membrane;F:carboxylic ester hydrolase activity	IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A0T6BH64	A0A0T6BH64	A0A0T6BH64_9SCAR	Ankyrin repeat-containing protein	NA	Oryctes borbonicus	NA	NA	NA	Success
A0A1D2NEA8	A0A1D2NEA8	A0A1D2NEA8_ORCCI	Aminopeptidase	NA	Orchesella cincta	GO:0005737;GO:0005615;GO:0005886;GO:0070006;GO:0042277;GO:0008270;GO:0043171;GO:0006508	C:cytoplasm;C:extracellular space;C:plasma membrane;F:metalloaminopeptidase activity;F:peptide binding;F:zinc ion binding;P:peptide catabolic process;P:proteolysis	IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniRule;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2N2V4	A0A1D2N2V4	A0A1D2N2V4_ORCCI	Trypsin-1	NA	Orchesella cincta	GO:0004252;GO:0006508	F:serine-type endopeptidase activity;P:proteolysis	IEA:InterPro;IEA:UniProtKB-KW	Success
A0A1D2MF60	A0A1D2MF60	A0A1D2MF60_ORCCI	Cytochrome c oxidase subunit 8B, mitochondrial	NA	Orchesella cincta	GO:0016020;GO:0005739;GO:0006123	C:membrane;C:mitochondrion;P:mitochondrial electron transport, cytochrome c to oxygen	IEA:UniProtKB-KW;IEA:GOC;IEA:InterPro	Success
A0A1D2MG19	A0A1D2MG19	A0A1D2MG19_ORCCI	Matrilysin	NA	Orchesella cincta	GO:0031012;GO:0016020;GO:0004222;GO:0008270;GO:0030574;GO:0030198;GO:0006508	C:extracellular matrix;C:membrane;F:metalloendopeptidase activity;F:zinc ion binding;P:collagen catabolic process;P:extracellular matrix organization;P:proteolysis	IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A154NWA8	A0A154NWA8	A0A154NWA8_DUFNO	limulus clotting factor C	NA	Dufourea novaeangliae	GO:0005576;GO:0016020;GO:0008061;GO:0004252;GO:0006508	C:extracellular region;C:membrane;F:chitin binding;F:serine-type endopeptidase activity;P:proteolysis	IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW	Success
A0A1D2M7F2	A0A1D2M7F2	A0A1D2M7F2_ORCCI	Metalloendopeptidase	NA	Orchesella cincta	GO:0004222;GO:0008270;GO:0006508	F:metalloendopeptidase activity;F:zinc ion binding;P:proteolysis	IEA:UniProtKB-UniRule;IEA:UniProtKB-UniRule;IEA:UniProtKB-KW	Success
A0A226ET74	A0A226ET74	A0A226ET74_FOLCA	Gustatory receptor for sugar taste 64a	NA	Folsomia candida	GO:0005886;GO:0038023;GO:0051606;GO:0050909	C:plasma membrane;F:signaling receptor activity;P:detection of stimulus;P:sensory perception of taste	IEA:UniProtKB-SubCell;IEA:UniProtKB-ARBA;IEA:UniProtKB-ARBA;IEA:InterPro	Success
A0A1D2N881	A0A1D2N881	A0A1D2N881_ORCCI	Carboxypeptidase Q	NA	Orchesella cincta	GO:0005783;GO:0005615;GO:0005794;GO:0005764;GO:0004180;GO:0070573;GO:0043171;GO:0006508	C:endoplasmic reticulum;C:extracellular space;C:Golgi apparatus;C:lysosome;F:carboxypeptidase activity;F:metallodipeptidase activity;P:peptide catabolic process;P:proteolysis	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:UniProtKB-SubCell;IEA:UniProtKB-SubCell;IEA:UniProtKB-KW;IEA:InterPro;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A226D3S2	A0A226D3S2	A0A226D3S2_FOLCA	Beta-glucanase	NA	Folsomia candida	GO:0004553;GO:0005975	F:hydrolase activity, hydrolyzing O-glycosyl compounds;P:carbohydrate metabolic process	IEA:InterPro;IEA:InterPro	Success
A0A1D2M1B3	A0A1D2M1B3	A0A1D2M1B3_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2N407	A0A1D2N407	A0A1D2N407_ORCCI	RNA-directed DNA polymerase	NA	Orchesella cincta	GO:0042575;GO:0003676;GO:0071897;GO:0015074	C:DNA polymerase complex;F:nucleic acid binding;P:DNA biosynthetic process;P:DNA integration	IEA:UniProtKB-ARBA;IEA:InterPro;IEA:UniProtKB-ARBA;IEA:InterPro	Success
A0A1D2M9S7	A0A1D2M9S7	A0A1D2M9S7_ORCCI	Gustatory receptor for sugar taste 64a	NA	Orchesella cincta	GO:0005886;GO:0008527;GO:0050916	C:plasma membrane;F:taste receptor activity;P:sensory perception of sweet taste	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:UniProtKB-ARBA	Success
A0A226CZ60	A0A226CZ60	A0A226CZ60_FOLCA	Uncharacterized protein	NA	Folsomia candida	NA	NA	NA	Success
A0A226DD43	A0A226DD43	A0A226DD43_FOLCA	EF-hand domain-containing protein	NA	Folsomia candida	GO:0005509	F:calcium ion binding	IEA:InterPro	Success
A0A1D2NBC9	A0A1D2NBC9	A0A1D2NBC9_ORCCI	7-dehydrocholesterol reductase	NA	Orchesella cincta	GO:0005789;GO:0047598;GO:0016132;GO:0006695	C:endoplasmic reticulum membrane;F:7-dehydrocholesterol reductase activity;P:brassinosteroid biosynthetic process;P:cholesterol biosynthetic process	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniPathway	Success
A0A226CZ60	A0A226CZ60	A0A226CZ60_FOLCA	Uncharacterized protein	NA	Folsomia candida	NA	NA	NA	Success
A0A1D2NBC9	A0A1D2NBC9	A0A1D2NBC9_ORCCI	7-dehydrocholesterol reductase	NA	Orchesella cincta	GO:0005789;GO:0047598;GO:0016132;GO:0006695	C:endoplasmic reticulum membrane;F:7-dehydrocholesterol reductase activity;P:brassinosteroid biosynthetic process;P:cholesterol biosynthetic process	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniPathway	Success
A0A5N4A3X9	A0A5N4A3X9	A0A5N4A3X9_PHOPY	Uncharacterized protein	NA	Photinus pyralis	GO:0004190;GO:0071897;GO:0006508	F:aspartic-type endopeptidase activity;P:DNA biosynthetic process;P:proteolysis	IEA:InterPro;IEA:UniProtKB-ARBA;IEA:InterPro	Success
A0A1D2MHV0	A0A1D2MHV0	A0A1D2MHV0_ORCCI	Duodenase-1	NA	Orchesella cincta	GO:0004252;GO:0006508	F:serine-type endopeptidase activity;P:proteolysis	IEA:InterPro;IEA:InterPro	Success
A0A1D2MHV0	A0A1D2MHV0	A0A1D2MHV0_ORCCI	Duodenase-1	NA	Orchesella cincta	GO:0004252;GO:0006508	F:serine-type endopeptidase activity;P:proteolysis	IEA:InterPro;IEA:InterPro	Success
A0A226DNF1	A0A226DNF1	A0A226DNF1_FOLCA	Uncharacterized protein	NA	Folsomia candida	NA	NA	NA	Success
A0A9D4PI14	A0A9D4PI14	A0A9D4PI14_RHISA	C2H2-type domain-containing protein	NA	Rhipicephalus sanguineus	GO:0005634;GO:0008270;GO:0010468	C:nucleus;F:zinc ion binding;P:regulation of gene expression	IEA:UniProtKB-SubCell;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2MK49	A0A1D2MK49	A0A1D2MK49_ORCCI	Putative zinc finger protein	NA	Orchesella cincta	GO:0005634;GO:0000981;GO:0008270	C:nucleus;F:DNA-binding transcription factor activity, RNA polymerase II-specific;F:zinc ion binding	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2N0W9	A0A1D2N0W9	A0A1D2N0W9_ORCCI	Methyl farnesoate epoxidase	NA	Orchesella cincta	GO:0005737;GO:0043231;GO:0020037;GO:0005506;GO:0016712;GO:0006082;GO:0006805	C:cytoplasm;C:intracellular membrane-bounded organelle;F:heme binding;F:iron ion binding;F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen;P:organic acid metabolic process;P:xenobiotic metabolic process	IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MT93	A0A1D2MT93	A0A1D2MT93_ORCCI	N-acetyltransferase domain-containing protein	NA	Orchesella cincta	GO:0016747	F:acyltransferase activity, transferring groups other than amino-acyl groups	IEA:InterPro	Success
A0A1D2M734	A0A1D2M734	A0A1D2M734_ORCCI	BTB/POZ domain-containing protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2M734	A0A1D2M734	A0A1D2M734_ORCCI	BTB/POZ domain-containing protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2M734	A0A1D2M734	A0A1D2M734_ORCCI	BTB/POZ domain-containing protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MK49	A0A1D2MK49	A0A1D2MK49_ORCCI	Putative zinc finger protein	NA	Orchesella cincta	GO:0005634;GO:0000981;GO:0008270	C:nucleus;F:DNA-binding transcription factor activity, RNA polymerase II-specific;F:zinc ion binding	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A226EJN0	A0A226EJN0	A0A226EJN0_FOLCA	Glutamate receptor ionotropic, kainate 2	NA	Folsomia candida	GO:0005886	C:plasma membrane	IEA:UniProtKB-SubCell	Success
A0A1D2N552	A0A1D2N552	A0A1D2N552_ORCCI	ABC transporter G family member 20	NA	Orchesella cincta	GO:0005886;GO:0140359	C:plasma membrane;F:ABC-type transporter activity	IEA:UniProtKB-SubCell;IEA:InterPro	Success
A0AAD7ZQ68	A0AAD7ZQ68	A0AAD7ZQ68_DIPPU	Uncharacterized protein	NA	Diploptera punctata	GO:0016020;GO:0140359;GO:0005524;GO:0016887	C:membrane;F:ABC-type transporter activity;F:ATP binding;F:ATP hydrolysis activity	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A226ED31	A0A226ED31	A0A226ED31_FOLCA	Multiple epidermal growth factor-like domains protein 6	NA	Folsomia candida	NA	NA	NA	Success
A0A226ED31	A0A226ED31	A0A226ED31_FOLCA	Multiple epidermal growth factor-like domains protein 6	NA	Folsomia candida	NA	NA	NA	Success
A0A1D2N4V7	A0A1D2N4V7	A0A1D2N4V7_ORCCI	DUF4789 domain-containing protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A226ED31	A0A226ED31	A0A226ED31_FOLCA	Multiple epidermal growth factor-like domains protein 6	NA	Folsomia candida	NA	NA	NA	Success
A0A8J2KUQ5	A0A8J2KUQ5	A0A8J2KUQ5_9HEXA	Protein kinase domain-containing protein	NA	Allacma fusca	GO:0005886;GO:0043235;GO:0005524;GO:0004714;GO:0007169	C:plasma membrane;C:receptor complex;F:ATP binding;F:transmembrane receptor protein tyrosine kinase activity;P:cell surface receptor protein tyrosine kinase signaling pathway	IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MAP0	A0A1D2MAP0	A0A1D2MAP0_ORCCI	Serine/threonine-protein kinase/endoribonuclease IRE1	NA	Orchesella cincta	GO:1990604;GO:0005524;GO:0004674;GO:0004521;GO:0051082;GO:0070059;GO:0036498;GO:0006397	C:IRE1-TRAF2-ASK1 complex;F:ATP binding;F:protein serine/threonine kinase activity;F:RNA endonuclease activity;F:unfolded protein binding;P:intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress;P:IRE1-mediated unfolded protein response;P:mRNA processing	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro	Success
A0A8K0P6N2	A0A8K0P6N2	A0A8K0P6N2_LADFU	C2H2-type domain-containing protein	NA	Ladona fulva	GO:0005634;GO:0008270;GO:0010468	C:nucleus;F:zinc ion binding;P:regulation of gene expression	IEA:UniProtKB-SubCell;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2MVC4	A0A1D2MVC4	A0A1D2MVC4_ORCCI	Putative zinc finger protein	NA	Orchesella cincta	GO:0008270	F:zinc ion binding	IEA:UniProtKB-KW	Success
A0A084W510	A0A084W510	A0A084W510_ANOSI	C2H2-type domain-containing protein	NA	Anopheles sinensis	GO:0005634;GO:0000981;GO:0043565;GO:0008270	C:nucleus;F:DNA-binding transcription factor activity, RNA polymerase II-specific;F:sequence-specific DNA binding;F:zinc ion binding	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2MMT0	A0A1D2MMT0	A0A1D2MMT0_ORCCI	SEC14-like protein 2	NA	Orchesella cincta	GO:0005737	C:cytoplasm	IEA:TreeGrafter	Success
E2BIX1	E2BIX1	E2BIX1_HARSA	Zinc finger protein 133	NA	Harpegnathos saltator	GO:0008270	F:zinc ion binding	IEA:UniProtKB-KW	Success
A0A1D2NHC6	A0A1D2NHC6	A0A1D2NHC6_ORCCI	Troponin C, isoform 1	NA	Orchesella cincta	GO:0016460;GO:0005509	C:myosin II complex;F:calcium ion binding	IEA:TreeGrafter;IEA:InterPro	Success
A0A1D2M6S3	A0A1D2M6S3	A0A1D2M6S3_ORCCI	Aminopeptidase	NA	Orchesella cincta	GO:0005737;GO:0005615;GO:0005886;GO:0070006;GO:0042277;GO:0008270;GO:0043171;GO:0006508	C:cytoplasm;C:extracellular space;C:plasma membrane;F:metalloaminopeptidase activity;F:peptide binding;F:zinc ion binding;P:peptide catabolic process;P:proteolysis	IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniRule;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A9Q0SA81	A0A9Q0SA81	A0A9Q0SA81_9DIPT	Cyclopropane-fatty-acyl-phospholipid synthase	cfa_2	Pseudolycoriella hygida	GO:0008168;GO:0008610;GO:0032259	F:methyltransferase activity;P:lipid biosynthetic process;P:methylation	IEA:UniProtKB-KW;IEA:InterPro;IEA:UniProtKB-KW	Success
A0A1D2MK49	A0A1D2MK49	A0A1D2MK49_ORCCI	Putative zinc finger protein	NA	Orchesella cincta	GO:0005634;GO:0000981;GO:0008270	C:nucleus;F:DNA-binding transcription factor activity, RNA polymerase II-specific;F:zinc ion binding	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A226E908	A0A226E908	A0A226E908_FOLCA	Uncharacterized protein	NA	Folsomia candida	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A226E908	A0A226E908	A0A226E908_FOLCA	Uncharacterized protein	NA	Folsomia candida	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A226DKE7	A0A226DKE7	A0A226DKE7_FOLCA	Transposase domain-containing protein	NA	Folsomia candida	NA	NA	NA	Success
A0A1D2MJL9	A0A1D2MJL9	A0A1D2MJL9_ORCCI	Regulator of G-protein signaling 7	NA	Orchesella cincta	GO:0005737;GO:0043005;GO:0005096;GO:0008270;GO:0009968;GO:0008277	C:cytoplasm;C:neuron projection;F:GTPase activator activity;F:zinc ion binding;P:negative regulation of signal transduction;P:regulation of G protein-coupled receptor signaling pathway	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A8K0NU91	A0A8K0NU91	A0A8K0NU91_LADFU	Cytochrome P450	NA	Ladona fulva	GO:0005789;GO:0020037;GO:0005506;GO:0004497;GO:0016705	C:endoplasmic reticulum membrane;F:heme binding;F:iron ion binding;F:monooxygenase activity;F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A7J7K5S1	A0A7J7K5S1	A0A7J7K5S1_BUGNE	CYP4V2	NA	Bugula neritina	GO:0005789;GO:0020037;GO:0005506;GO:0004497;GO:0016705	C:endoplasmic reticulum membrane;F:heme binding;F:iron ion binding;F:monooxygenase activity;F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:InterPro	Success
A0A8K0NU91	A0A8K0NU91	A0A8K0NU91_LADFU	Cytochrome P450	NA	Ladona fulva	GO:0005789;GO:0020037;GO:0005506;GO:0004497;GO:0016705	C:endoplasmic reticulum membrane;F:heme binding;F:iron ion binding;F:monooxygenase activity;F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A8K0NU91	A0A8K0NU91	A0A8K0NU91_LADFU	Cytochrome P450	NA	Ladona fulva	GO:0005789;GO:0020037;GO:0005506;GO:0004497;GO:0016705	C:endoplasmic reticulum membrane;F:heme binding;F:iron ion binding;F:monooxygenase activity;F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2N6B9	A0A1D2N6B9	A0A1D2N6B9_ORCCI	Chondroitin proteoglycan 1	NA	Orchesella cincta	GO:0005576;GO:0008061	C:extracellular region;F:chitin binding	IEA:InterPro;IEA:UniProtKB-KW	Success
A0A226CZ80	A0A226CZ80	A0A226CZ80_FOLCA	Reverse transcriptase domain-containing protein	NA	Folsomia candida	NA	NA	NA	Success
A0A1D2MN31	A0A1D2MN31	A0A1D2MN31_ORCCI	Glucose dehydrogenase [FAD, quinone]	NA	Orchesella cincta	GO:0050660;GO:0016614	F:flavin adenine dinucleotide binding;F:oxidoreductase activity, acting on CH-OH group of donors	IEA:InterPro;IEA:InterPro	Success
A0A226DH22	A0A226DH22	A0A226DH22_FOLCA	Pro-Pol polyprotein	NA	Folsomia candida	GO:0042575;GO:0005777;GO:0003824;GO:0071949;GO:0003676;GO:0008270;GO:0071897;GO:0015074	C:DNA polymerase complex;C:peroxisome;F:catalytic activity;F:FAD binding;F:nucleic acid binding;F:zinc ion binding;P:DNA biosynthetic process;P:DNA integration	IEA:UniProtKB-ARBA;IEA:UniProtKB-SubCell;IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW;IEA:UniProtKB-ARBA;IEA:InterPro	Success
A0A1D2NGU7	A0A1D2NGU7	A0A1D2NGU7_ORCCI	Cytochrome P450 4c3	NA	Orchesella cincta	GO:0005789;GO:0020037;GO:0005506;GO:0004497;GO:0016705	C:endoplasmic reticulum membrane;F:heme binding;F:iron ion binding;F:monooxygenase activity;F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2NC94	A0A1D2NC94	A0A1D2NC94_ORCCI	Gustatory receptor	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2MCC6	A0A1D2MCC6	A0A1D2MCC6_ORCCI	Methyl farnesoate epoxidase	NA	Orchesella cincta	GO:0005737;GO:0043231;GO:0020037;GO:0005506;GO:0016712;GO:0008395;GO:0006082;GO:0006805	C:cytoplasm;C:intracellular membrane-bounded organelle;F:heme binding;F:iron ion binding;F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen;F:steroid hydroxylase activity;P:organic acid metabolic process;P:xenobiotic metabolic process	IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MY34	A0A1D2MY34	A0A1D2MY34_ORCCI	V-type proton ATPase subunit S1	NA	Orchesella cincta	GO:0033176;GO:0001671;GO:0030641	C:proton-transporting V-type ATPase complex;F:ATPase activator activity;P:regulation of cellular pH	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MAT7	A0A1D2MAT7	A0A1D2MAT7_ORCCI	Glucose 1,6-bisphosphate synthase	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2MB44	A0A1D2MB44	A0A1D2MB44_ORCCI	Cellulase	NA	Orchesella cincta	GO:0008810;GO:0030245	F:cellulase activity;P:cellulose catabolic process	IEA:UniProtKB-EC;IEA:UniProtKB-KW	Success
A0A1D2MMU8	A0A1D2MMU8	A0A1D2MMU8_ORCCI	carbonic anhydrase	NA	Orchesella cincta	GO:0004089;GO:0008270	F:carbonate dehydratase activity;F:zinc ion binding	IEA:InterPro;IEA:InterPro	Success
A0A1D2MD79	A0A1D2MD79	A0A1D2MD79_ORCCI	Putative zinc finger protein	NA	Orchesella cincta	GO:0005634;GO:0001228;GO:0000978;GO:0008270	C:nucleus;F:DNA-binding transcription activator activity, RNA polymerase II-specific;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding;F:zinc ion binding	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A4Y2ASJ7	A0A4Y2ASJ7	A0A4Y2ASJ7_ARAVE	C2H2-type domain-containing protein	NA	Araneus ventricosus	GO:0042575;GO:0008270;GO:0071897	C:DNA polymerase complex;F:zinc ion binding;P:DNA biosynthetic process	IEA:UniProtKB-ARBA;IEA:UniProtKB-KW;IEA:UniProtKB-ARBA	Success
A0A1D2NHA6	A0A1D2NHA6	A0A1D2NHA6_ORCCI	O-acyltransferase WSD1 C-terminal domain-containing protein	NA	Orchesella cincta	GO:0005886;GO:0008374;GO:0019432	C:plasma membrane;F:O-acyltransferase activity;P:triglyceride biosynthetic process	IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2MY34	A0A1D2MY34	A0A1D2MY34_ORCCI	V-type proton ATPase subunit S1	NA	Orchesella cincta	GO:0033176;GO:0001671;GO:0030641	C:proton-transporting V-type ATPase complex;F:ATPase activator activity;P:regulation of cellular pH	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NHA6	A0A1D2NHA6	A0A1D2NHA6_ORCCI	O-acyltransferase WSD1 C-terminal domain-containing protein	NA	Orchesella cincta	GO:0005886;GO:0008374;GO:0019432	C:plasma membrane;F:O-acyltransferase activity;P:triglyceride biosynthetic process	IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2MXP3	A0A1D2MXP3	A0A1D2MXP3_ORCCI	Bestrophin homolog	NA	Orchesella cincta	GO:0034707;GO:0005886;GO:0005254	C:chloride channel complex;C:plasma membrane;F:chloride channel activity	IEA:UniProtKB-KW;IEA:UniProtKB-SubCell;IEA:UniProtKB-KW	Success
A0A1D2M665	A0A1D2M665	A0A1D2M665_ORCCI	Histone H1-beta, late embryonic	NA	Orchesella cincta	GO:0000786;GO:0005634;GO:0003690;GO:0031492;GO:0030527;GO:0030261;GO:0045910;GO:0006334	C:nucleosome;C:nucleus;F:double-stranded DNA binding;F:nucleosomal DNA binding;F:structural constituent of chromatin;P:chromosome condensation;P:negative regulation of DNA recombination;P:nucleosome assembly	IEA:InterPro;IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro	Success
A0A2J7R6Y5	A0A2J7R6Y5	A0A2J7R6Y5_9NEOP	Histone H4	His4_2;His4_0;His4_1;His4_3	Cryptotermes secundus	GO:0000786;GO:0005634;GO:0003677;GO:0046982;GO:0030527	C:nucleosome;C:nucleus;F:DNA binding;F:protein heterodimerization activity;F:structural constituent of chromatin	IEA:UniProtKB-KW;IEA:UniProtKB-SubCell;IEA:UniProtKB-KW;IEA:InterPro;IEA:InterPro	Success
A0A8B6DAM5	A0A8B6DAM5	A0A8B6DAM5_MYTGA	DDE Tnp4 domain-containing protein	NA	Mytilus galloprovincialis	GO:0046872	F:metal ion binding	IEA:UniProtKB-KW	Success
A0A1D2MB42	A0A1D2MB42	A0A1D2MB42_ORCCI	Zinc finger Y-chromosomal protein 1	NA	Orchesella cincta	GO:0005634;GO:0000981;GO:0000977;GO:0008270	C:nucleus;F:DNA-binding transcription factor activity, RNA polymerase II-specific;F:RNA polymerase II transcription regulatory region sequence-specific DNA binding;F:zinc ion binding	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2MT24	A0A1D2MT24	A0A1D2MT24_ORCCI	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	NA	Orchesella cincta	GO:0000166;GO:0016491	F:nucleotide binding;F:oxidoreductase activity	IEA:InterPro;IEA:UniProtKB-KW	Success
A0A0F7ZZK9	A0A0F7ZZK9	A0A0F7ZZK9_9HYPO	Squalene cyclase N-terminal domain-containing protein	NA	Hirsutella minnesotensis 3608	NA	NA	NA	Success
A0A0L7K4G9	A0A0L7K4G9	A0A0L7K4G9_OPEBR	Farnesyl pyrophosphate synthase	NA	Operophtera brumata	GO:0005737;GO:0004337;GO:0004161;GO:0045337;GO:0042811	C:cytoplasm;F:(2E,6E)-farnesyl diphosphate synthase activity;F:dimethylallyltranstransferase activity;P:farnesyl diphosphate biosynthetic process;P:pheromone biosynthetic process	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-ARBA	Success
A0A0F7ZZK9	A0A0F7ZZK9	A0A0F7ZZK9_9HYPO	Squalene cyclase N-terminal domain-containing protein	NA	Hirsutella minnesotensis 3608	NA	NA	NA	Success
A0A226EKM3	A0A226EKM3	A0A226EKM3_FOLCA	Glutamate receptor ionotropic, delta-1	NA	Folsomia candida	GO:0005886	C:plasma membrane	IEA:UniProtKB-SubCell	Success
A0A226EZW6	A0A226EZW6	A0A226EZW6_FOLCA	Uncharacterized protein	NA	Folsomia candida	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2MVC4	A0A1D2MVC4	A0A1D2MVC4_ORCCI	Putative zinc finger protein	NA	Orchesella cincta	GO:0008270	F:zinc ion binding	IEA:UniProtKB-KW	Success
