region_id	chromosome	start	end	length	num_populations_total	North-West_Middle Jylland	North-West_North Jylland (Middle)	North-West_North Jylland (Top)	North-West_North Jylland (West)	Outgroup_1	South-East_East Jylland	South-East_North Sjaeland	South-East_Outgroup_2(East Jylland)	South-East_South Costal Denmark
EntNic_HiC_scaffold_2_R439	HiC_scaffold_2	46388817	46394325	5509	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R440	HiC_scaffold_2	46397762	46471937	74176	14	0.072	0.278	0.998	0.737	0.0	0.0	0.291	0.737	0.0
EntNic_HiC_scaffold_2_R442	HiC_scaffold_2	46500917	46604048	103132	24	0.311	0.542	0.542	0.542	0.0	0.135	0.23	0.926	0.0
EntNic_HiC_scaffold_2_R443	HiC_scaffold_2	46622016	46843226	221211	29	0.696	0.438	0.449	0.729	0.177	0.298	0.0	0.411	0.064
EntNic_HiC_scaffold_2_R444	HiC_scaffold_2	46854059	46893944	39886	9	0.563	0.0	0.751	0.853	0.516	0.516	0.516	0.516	0.516
EntNic_HiC_scaffold_2_R445	HiC_scaffold_2	46935994	47001593	65600	20	0.793	0.96	0.998	0.958	0.0	0.0	0.867	0.889	0.0
EntNic_HiC_scaffold_2_R446	HiC_scaffold_2	47022503	47055362	32860	5	0.0	0.0	0.0	0.0	0.0	0.521	0.806	0.0	0.354
EntNic_HiC_scaffold_2_R447	HiC_scaffold_2	47070456	47147173	76718	7	0.0	0.282	0.675	0.528	0.0	0.293	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R448	HiC_scaffold_2	47180224	47195888	15665	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R449	HiC_scaffold_2	47201960	47237259	35300	3	0.0	0.0	1.0	0.333	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R450	HiC_scaffold_2	47256493	47268941	12449	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R451	HiC_scaffold_2	47358115	47437278	79164	17	0.0	0.462	0.464	0.344	0.0	0.334	0.0	0.186	0.643
EntNic_HiC_scaffold_2_R452	HiC_scaffold_2	47442923	47504279	61357	12	0.0	0.504	0.411	0.258	0.0	0.0	0.0	0.0	0.799
EntNic_HiC_scaffold_2_R453	HiC_scaffold_2	47545388	47559556	14169	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R454	HiC_scaffold_2	47617891	47713343	95453	11	0.537	0.0	0.123	1.0	0.316	0.017	0.0	0.0	0.369
EntNic_HiC_scaffold_2_R455	HiC_scaffold_2	47817519	47893064	75546	10	0.317	0.452	0.298	0.451	0.0	0.0	0.308	0.0	0.0
EntNic_HiC_scaffold_2_R456	HiC_scaffold_2	47922613	48030728	108116	7	0.697	0.957	0.0	0.0	0.077	0.0	0.069	0.0	0.0
EntNic_HiC_scaffold_2_R458	HiC_scaffold_2	48046143	48059614	13472	3	0.705	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R459	HiC_scaffold_2	48077392	48151634	74243	9	1.0	0.0	0.0	0.0	0.92	0.0	0.94	0.0	0.27
EntNic_HiC_scaffold_2_R460	HiC_scaffold_2	48157040	48800160	643121	11	0.111	0.688	0.0	0.015	0.056	0.005	0.051	0.0	0.0
EntNic_HiC_scaffold_2_R461	HiC_scaffold_2	48836556	48921467	84912	7	0.252	0.439	0.0	0.0	0.295	0.0	0.364	0.0	0.0
EntNic_HiC_scaffold_2_R462	HiC_scaffold_2	48937278	49070721	133444	8	0.241	1.0	0.0	0.072	0.107	0.0	0.121	0.0	0.0
EntNic_HiC_scaffold_2_R463	HiC_scaffold_2	49094317	49162637	68321	7	0.627	1.0	0.0	0.0	0.123	0.0	0.456	0.0	0.0
EntNic_HiC_scaffold_2_R464	HiC_scaffold_2	49187644	49224583	36940	6	0.0	1.0	0.0	0.0	0.264	0.0	0.434	0.0	0.0
EntNic_HiC_scaffold_2_R465	HiC_scaffold_2	49269618	49365410	95793	14	0.095	0.0	0.164	0.0	0.167	0.65	0.0	0.17	0.984
EntNic_HiC_scaffold_2_R466	HiC_scaffold_2	49387279	49394670	7392	2	0.0	0.0	0.0	0.0	0.0	0.793	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R467	HiC_scaffold_2	49473429	49531630	58202	4	0.0	0.0	0.0	0.0	0.0	0.292	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R468	HiC_scaffold_2	49538971	49643944	104974	28	0.076	0.255	0.52	0.064	0.293	0.249	0.0	0.0	0.564
EntNic_HiC_scaffold_2_R469	HiC_scaffold_2	49654846	49663256	8411	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R470	HiC_scaffold_2	49663554	49676614	13061	2	0.0	0.917	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R471	HiC_scaffold_2	49763037	49783829	20793	2	0.704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.383
EntNic_HiC_scaffold_2_R472	HiC_scaffold_2	49805049	49812787	7739	3	0.776	0.97	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R473	HiC_scaffold_2	49823072	49834557	11486	4	0.554	0.0	0.0	0.595	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R475	HiC_scaffold_2	49913714	49923033	9320	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R476	HiC_scaffold_2	49925998	49931801	5804	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R479	HiC_scaffold_2	50114201	50154506	40306	25	0.696	0.966	0.74	0.618	0.129	0.527	0.26	0.0	0.822
EntNic_HiC_scaffold_2_R480	HiC_scaffold_2	50177090	50219415	42326	21	0.383	0.317	0.072	0.155	0.0	0.562	0.0	0.374	0.417
EntNic_HiC_scaffold_2_R481	HiC_scaffold_2	50224391	50249729	25339	5	0.895	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.137
EntNic_HiC_scaffold_2_R482	HiC_scaffold_2	50277174	50329154	51981	7	0.164	0.858	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R483	HiC_scaffold_2	50339465	50394995	55531	14	0.075	0.0	0.329	0.0	0.0	0.534	0.0	0.0	0.997
EntNic_HiC_scaffold_2_R484	HiC_scaffold_2	50435243	50446082	10840	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R485	HiC_scaffold_2	50458945	50479892	20948	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R486	HiC_scaffold_2	50507039	50524824	17786	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R487	HiC_scaffold_2	50530764	50553343	22580	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R488	HiC_scaffold_2	50561587	50583873	22287	9	0.0	0.0	0.0	0.0	0.0	0.652	0.819	0.84	0.767
EntNic_HiC_scaffold_2_R490	HiC_scaffold_2	50602541	50648975	46435	19	0.569	0.774	0.82	0.0	0.033	0.973	0.933	0.836	0.887
EntNic_HiC_scaffold_2_R491	HiC_scaffold_2	50659908	50693275	33368	6	0.0	0.0	0.0	0.0	0.0	0.731	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R492	HiC_scaffold_2	50714973	50735401	20429	6	0.0	0.0	0.355	0.0	0.0	1.0	0.583	0.0	0.355
EntNic_HiC_scaffold_2_R493	HiC_scaffold_2	50814097	50864835	50739	27	1.0	0.945	1.0	0.733	0.0	1.0	0.976	0.0	1.0
EntNic_HiC_scaffold_2_R494	HiC_scaffold_2	50877726	51164756	287031	26	0.116	0.11	0.593	0.54	0.111	0.205	0.369	0.0	0.151
EntNic_HiC_scaffold_2_R495	HiC_scaffold_2	51166842	51202727	35886	5	0.072	0.0	0.0	0.287	0.903	0.378	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R496	HiC_scaffold_2	51214447	51228731	14285	2	0.151	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R6	HiC_scaffold_3	1517944	1532623	14680	3	0.569	0.0	0.122	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_3_R7	HiC_scaffold_3	1534037	1539102	5066	4	0.0	0.906	0.0	0.268	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R15	HiC_scaffold_3	2501237	2509789	8553	7	0.0	0.455	0.931	1.0	0.0	0.684	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R16	HiC_scaffold_3	2511967	2526870	14904	4	0.0	0.0	0.805	0.828	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R18	HiC_scaffold_3	3149461	3156559	7099	6	0.0	0.187	0.0	0.731	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R20	HiC_scaffold_3	3259338	3265024	5687	3	0.0	0.982	0.0	0.98	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R23	HiC_scaffold_3	4010584	4038695	28112	5	0.0	0.456	0.0	0.163	0.39	0.221	0.0	0.0	0.641
EntNic_HiC_scaffold_3_R25	HiC_scaffold_3	4125438	4131941	6504	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R26	HiC_scaffold_3	4304715	4314561	9847	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_3_R28	HiC_scaffold_3	4360082	4366562	6481	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_3_R29	HiC_scaffold_3	6586080	6591662	5583	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R30	HiC_scaffold_3	7218237	7227528	9292	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R31	HiC_scaffold_3	7237987	7245018	7032	3	0.995	0.0	0.0	0.586	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R32	HiC_scaffold_3	9353136	9365913	12778	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R35	HiC_scaffold_3	9979576	9985224	5649	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R37	HiC_scaffold_3	10923811	10941488	17678	3	0.0	0.961	0.0	0.0	0.0	0.0	0.0	0.0	0.957
EntNic_HiC_scaffold_3_R38	HiC_scaffold_3	13491128	13521304	30177	4	0.063	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.577
EntNic_HiC_scaffold_3_R39	HiC_scaffold_3	13527493	13537443	9951	4	0.995	0.493	0.0	0.0	0.0	0.99	0.0	0.0	1.0
EntNic_HiC_scaffold_3_R42	HiC_scaffold_3	15074059	15079401	5343	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
EntNic_HiC_scaffold_3_R44	HiC_scaffold_3	15403987	15413573	9587	14	0.752	0.937	0.446	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R45	HiC_scaffold_3	15496771	15504550	7780	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_3_R48	HiC_scaffold_3	15550566	15564652	14087	3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_3_R49	HiC_scaffold_3	15587783	15595356	7574	2	0.0	0.926	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R50	HiC_scaffold_3	15625175	15633959	8785	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R51	HiC_scaffold_3	15758335	15814328	55994	5	0.0	0.993	0.0	0.004	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R52	HiC_scaffold_3	15899049	15910159	11111	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R54	HiC_scaffold_3	16210101	16223788	13688	5	0.0	0.858	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R61	HiC_scaffold_3	16692107	16704605	12499	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R62	HiC_scaffold_3	16717578	16729194	11617	4	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R66	HiC_scaffold_3	16805931	16825307	19377	8	0.0	0.0	0.0	0.0	0.983	1.0	0.986	0.0	0.504
EntNic_HiC_scaffold_3_R67	HiC_scaffold_3	16919438	16927962	8525	2	0.0	0.0	0.0	0.0	0.0	0.0	0.641	0.0	0.0
EntNic_HiC_scaffold_3_R68	HiC_scaffold_3	16952922	16970814	17893	5	0.0	0.149	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R70	HiC_scaffold_3	17025228	17031444	6217	4	0.0	0.0	0.0	0.604	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R73	HiC_scaffold_3	17151807	17181713	29907	9	0.0	0.0	0.055	0.156	0.0	0.508	0.268	0.0	0.573
EntNic_HiC_scaffold_3_R74	HiC_scaffold_3	17240226	17258900	18675	7	0.0	0.069	0.839	0.05	0.0	0.338	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R76	HiC_scaffold_3	17288534	17293841	5308	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_3_R77	HiC_scaffold_3	17305652	17314449	8798	2	0.0	0.42	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R78	HiC_scaffold_3	17315359	17359349	43991	10	0.0	0.745	0.269	0.194	0.0	0.0	0.269	0.166	0.0
EntNic_HiC_scaffold_3_R80	HiC_scaffold_3	17400751	17422703	21953	21	0.409	1.0	0.341	0.904	0.0	0.0	0.136	0.051	0.0
EntNic_HiC_scaffold_3_R81	HiC_scaffold_3	17428578	17437935	9358	7	0.149	0.359	0.0	0.799	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R85	HiC_scaffold_3	17637735	17651196	13462	8	0.042	0.094	0.0	0.109	0.0	0.0	0.033	0.098	1.0
EntNic_HiC_scaffold_3_R87	HiC_scaffold_3	17725144	17742732	17589	2	0.0	0.0	0.0	0.0	0.0	0.833	0.0	0.0	0.324
EntNic_HiC_scaffold_3_R91	HiC_scaffold_3	17804642	17826633	21992	4	0.0	0.234	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_3_R93	HiC_scaffold_3	18109196	18114988	5793	5	0.0	0.0	0.0	0.0	0.0	0.062	0.995	0.332	0.038
EntNic_HiC_scaffold_3_R94	HiC_scaffold_3	18186935	18433273	246339	15	0.051	0.054	0.0	0.0	0.019	0.984	0.751	0.269	0.127
EntNic_HiC_scaffold_3_R95	HiC_scaffold_3	18433543	18525262	91720	11	0.144	0.097	0.024	0.0	0.906	0.179	0.0	0.0	0.194
EntNic_HiC_scaffold_3_R96	HiC_scaffold_3	18532783	18557770	24988	5	0.0	0.0	0.0	0.0	0.047	1.0	0.254	0.0	0.108
EntNic_HiC_scaffold_3_R97	HiC_scaffold_3	18561898	18718487	156590	27	0.08	0.854	0.365	0.191	0.154	0.389	0.141	0.259	0.051
EntNic_HiC_scaffold_3_R98	HiC_scaffold_3	18727252	18798359	71108	15	0.097	0.117	0.106	0.476	0.0	0.03	0.248	0.268	0.312
EntNic_HiC_scaffold_3_R99	HiC_scaffold_3	18873847	18896598	22752	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_3_R100	HiC_scaffold_3	19037446	19084958	47513	6	0.0	0.0	1.0	0.04	0.012	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R102	HiC_scaffold_3	19090260	19140599	50340	12	0.068	1.0	0.352	0.0	0.344	0.75	0.0	0.0	0.356
EntNic_HiC_scaffold_3_R104	HiC_scaffold_3	19149830	19158925	9096	4	0.0	0.648	0.07	0.0	0.0	0.0	0.0	0.0	0.463
EntNic_HiC_scaffold_3_R106	HiC_scaffold_3	19180778	19202349	21572	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_3_R107	HiC_scaffold_3	19234964	19262847	27884	12	0.0	0.922	0.0	0.174	0.0	0.677	0.0	0.165	0.696
EntNic_HiC_scaffold_3_R110	HiC_scaffold_3	19295587	19314916	19330	2	0.0	0.0	0.0	0.0	0.123	0.0	0.0	1.0	0.0
EntNic_HiC_scaffold_3_R111	HiC_scaffold_3	19315555	19373526	57972	7	0.0	0.0	0.026	0.0	0.984	0.026	0.15	0.559	0.0
EntNic_HiC_scaffold_3_R112	HiC_scaffold_3	19375063	19383528	8466	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
EntNic_HiC_scaffold_3_R115	HiC_scaffold_3	19446902	19511692	64791	4	0.0	0.0	0.0	0.0	1.0	0.02	0.048	0.0	0.035
EntNic_HiC_scaffold_3_R117	HiC_scaffold_3	19531912	19537457	5546	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R119	HiC_scaffold_3	19552366	19614325	61960	20	0.459	0.653	0.064	0.152	0.026	0.304	0.094	0.0	0.847
EntNic_HiC_scaffold_3_R120	HiC_scaffold_3	19617102	19667434	50333	2	0.0	0.023	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R124	HiC_scaffold_3	19696450	19705016	8567	7	0.0	0.0	0.489	0.0	1.0	0.0	0.0	0.0	0.34
EntNic_HiC_scaffold_3_R126	HiC_scaffold_3	19920683	19948710	28028	2	0.0	0.0	0.0	0.0	0.686	0.0	0.869	0.0	0.0
EntNic_HiC_scaffold_3_R127	HiC_scaffold_3	19963694	19976799	13106	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.865
EntNic_HiC_scaffold_3_R129	HiC_scaffold_3	20015163	20024485	9323	2	0.118	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R130	HiC_scaffold_3	20033837	20087157	53321	16	0.037	0.347	0.021	0.075	0.98	0.838	0.031	0.104	0.415
EntNic_HiC_scaffold_3_R132	HiC_scaffold_3	20127632	20154450	26819	6	0.0	0.296	0.0	0.0	0.385	0.413	0.0	0.705	0.0
EntNic_HiC_scaffold_3_R133	HiC_scaffold_3	20161825	20179496	17672	9	0.78	0.63	0.602	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R138	HiC_scaffold_3	20291399	20301698	10300	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R139	HiC_scaffold_3	20323787	20339987	16201	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R142	HiC_scaffold_3	20370277	20383837	13561	4	0.043	0.0	0.0	0.0	0.312	0.0	0.939	0.0	0.0
EntNic_HiC_scaffold_3_R143	HiC_scaffold_3	20389576	20399948	10373	2	0.0	0.0	0.0	0.0	0.519	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_3_R145	HiC_scaffold_3	20465498	20481215	15718	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R146	HiC_scaffold_3	20510979	20545083	34105	4	0.0	0.021	0.0	0.0	1.0	0.0	0.056	0.0	0.227
EntNic_HiC_scaffold_3_R148	HiC_scaffold_3	20628026	20639885	11860	8	0.0	0.0	0.0	0.0	0.0	0.065	1.0	0.0	0.91
EntNic_HiC_scaffold_3_R149	HiC_scaffold_3	20696865	20703941	7077	3	0.64	0.0	0.0	0.0	0.26	0.942	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R151	HiC_scaffold_3	20740207	20766179	25973	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R154	HiC_scaffold_3	20792089	20797280	5192	2	0.0	0.0	0.505	0.743	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R155	HiC_scaffold_3	20800877	20839383	38507	9	0.278	0.278	1.0	0.806	0.375	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R158	HiC_scaffold_3	21051664	21060666	9003	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R163	HiC_scaffold_3	21195731	21227501	31771	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R165	HiC_scaffold_3	21260283	21269856	9574	4	0.46	0.0	0.0	0.894	0.054	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R166	HiC_scaffold_3	21272329	21279387	7059	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R168	HiC_scaffold_3	21291090	21307285	16196	3	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0	1.0
EntNic_HiC_scaffold_3_R169	HiC_scaffold_3	21337244	21351465	14222	7	0.0	0.577	0.0	0.25	0.0	0.0	0.478	0.0	0.598
EntNic_HiC_scaffold_3_R172	HiC_scaffold_3	21410391	21423418	13028	5	0.035	0.902	0.0	0.706	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R173	HiC_scaffold_3	21428618	21437412	8795	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_3_R177	HiC_scaffold_3	21497509	21503736	6228	3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.927
EntNic_HiC_scaffold_3_R180	HiC_scaffold_3	21598140	21608233	10094	5	0.0	0.0	0.343	0.046	0.035	0.0	0.731	0.0	0.48
EntNic_HiC_scaffold_3_R181	HiC_scaffold_3	21608701	21614305	5605	6	0.0	0.0	0.0	0.21	0.0	0.0	0.639	0.0	0.54
EntNic_HiC_scaffold_3_R182	HiC_scaffold_3	21631003	21643673	12671	7	0.454	0.0	0.856	0.356	0.092	0.157	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R186	HiC_scaffold_3	21826834	21835676	8843	3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.567	0.0
EntNic_HiC_scaffold_3_R189	HiC_scaffold_3	21861630	21870498	8869	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R190	HiC_scaffold_3	21871051	21949423	78373	9	0.0	0.0	0.0	0.0	0.572	0.0	0.573	0.185	0.298
EntNic_HiC_scaffold_3_R195	HiC_scaffold_3	22049891	22065900	16010	4	0.0	0.0	0.0	0.0	0.41	0.0	0.29	0.0	0.829
EntNic_HiC_scaffold_3_R200	HiC_scaffold_3	22258062	22266150	8089	3	0.0	0.097	0.906	0.489	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R203	HiC_scaffold_3	22278939	22286144	7206	7	0.0	0.312	0.692	0.312	0.0	0.528	0.0	0.0	0.483
EntNic_HiC_scaffold_3_R205	HiC_scaffold_3	22353040	22384495	31456	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R207	HiC_scaffold_3	22409194	22461010	51817	19	0.466	0.325	0.653	0.664	0.664	0.099	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R208	HiC_scaffold_3	22483294	22489995	6702	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R209	HiC_scaffold_3	22601929	22610409	8481	2	0.0	0.936	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R211	HiC_scaffold_3	22646783	22667823	21041	13	0.0	0.583	0.205	0.061	0.0	0.0	0.582	0.194	0.803
EntNic_HiC_scaffold_3_R213	HiC_scaffold_3	22772405	22781658	9254	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_3_R215	HiC_scaffold_3	22818657	22856422	37766	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
EntNic_HiC_scaffold_3_R217	HiC_scaffold_3	23087007	23155720	68714	23	0.049	0.378	0.374	0.055	0.523	0.0	0.313	0.245	0.664
EntNic_HiC_scaffold_3_R218	HiC_scaffold_3	23188254	23206035	17782	14	0.0	0.324	0.786	0.0	0.458	0.213	0.0	0.57	0.72
EntNic_HiC_scaffold_3_R219	HiC_scaffold_3	23207115	23230702	23588	3	0.0	0.259	0.0	0.0	0.772	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R220	HiC_scaffold_3	23236280	23287463	51184	15	0.121	0.386	0.167	0.0	0.155	0.055	0.175	0.185	0.633
EntNic_HiC_scaffold_3_R222	HiC_scaffold_3	23467020	23498783	31764	18	0.864	0.626	0.255	0.091	0.015	0.0	0.0	0.0	0.018
EntNic_HiC_scaffold_3_R223	HiC_scaffold_3	23559606	23565913	6308	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
EntNic_HiC_scaffold_3_R225	HiC_scaffold_3	23578250	23596288	18039	4	0.0	0.0	0.0	0.209	0.28	0.0	0.733	0.0	0.016
EntNic_HiC_scaffold_3_R227	HiC_scaffold_3	23702632	23711461	8830	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R230	HiC_scaffold_3	23894906	23900553	5648	3	0.0	0.0	0.0	0.0	0.852	0.0	0.35	0.0	0.664
EntNic_HiC_scaffold_3_R234	HiC_scaffold_3	24124655	24137535	12881	2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.032
EntNic_HiC_scaffold_3_R235	HiC_scaffold_3	24153883	24166183	12301	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
EntNic_HiC_scaffold_3_R238	HiC_scaffold_3	24204133	24228995	24863	3	0.0	0.0	0.0	0.247	0.0	0.0	1.0	0.0	0.131
EntNic_HiC_scaffold_3_R239	HiC_scaffold_3	24444675	24454498	9824	5	0.0	0.0	0.488	0.0	0.0	0.382	0.0	0.0	1.0
EntNic_HiC_scaffold_3_R244	HiC_scaffold_3	24591030	24638614	47585	6	0.095	0.0	0.123	0.0	0.0	0.0	0.889	0.0	0.0
EntNic_HiC_scaffold_3_R250	HiC_scaffold_3	24757957	24766450	8494	6	0.0	0.315	0.0	0.0	0.0	0.814	0.631	0.0	0.818
EntNic_HiC_scaffold_3_R254	HiC_scaffold_3	25698925	25716121	17197	13	0.632	0.0	0.904	0.673	0.35	0.904	0.0	1.0	0.063
EntNic_HiC_scaffold_3_R258	HiC_scaffold_3	26310211	26324687	14477	9	0.231	0.145	0.0	0.0	0.0	0.231	0.781	0.0	0.144
EntNic_HiC_scaffold_3_R259	HiC_scaffold_3	26371501	26414648	43148	5	0.0	0.067	0.0	0.0	0.0	0.0	0.0	0.0	1.0
