region_id,species,chromosome,start,end,region_length,population_id,num_populations,mapped_populations
EntNic_HiC_scaffold_4_R20,EntNic,HiC_scaffold_4,5135092,5183119,48028,"['EntNic_DSJ-C190', 'EntNic_TOJ-C71', 'EntNic_SSJ-C259', 'EntNic_LEJ-C64', 'EntNic_FHJ-C38', 'EntNic_FUR-C230', 'EntNic_SHJ-C48', 'EntNic_aeRoe-C36', 'EntNic_FHJ-C38', 'EntNic_MMS-C295', 'EntNic_JoeJ-C252', 'EntNic_FHJ-C38', 'EntNic_UTJ-C22', 'EntNic_FHJ-C38', 'EntNic_DoeJ-C27', 'EntNic_FUR-C230', 'EntNic_NOJ-C37', 'EntNic_GEJ-C42', 'EntNic_ULJ-C60', 'EntNic_MMS-C295', 'EntNic_GSJ-C274', 'EntNic_HHJ-C162', 'EntNic_LVJ-C76', 'EntNic_STF-C266', 'EntNic_LEJ-C64', 'EntNic_aeRoe-C36', 'EntNic_MSJ-C2', 'EntNic_GoeJ-C19', 'EntNic_SBJ-C52']",22,"['DSJ-C190', 'TOJ-C71', 'SSJ-C259', 'LEJ-C64', 'FHJ-C38', 'FUR-C230', 'SHJ-C48', 'aeRoe-C36', 'FHJ-C38', 'MMS-C295', 'JoeJ-C252', 'FHJ-C38', 'UTJ-C22', 'FHJ-C38', 'DoeJ-C27', 'FUR-C230', 'NOJ-C37', 'GEJ-C42', 'ULJ-C60', 'MMS-C295', 'GSJ-C274', 'HHJ-C162', 'LVJ-C76', 'STF-C266', 'LEJ-C64', 'aeRoe-C36', 'MSJ-C2', 'GoeJ-C19', 'SBJ-C52']"
EntNic_HiC_scaffold_4_R23,EntNic,HiC_scaffold_4,5216486,5274833,58348,"['EntNic_NOJ-C37', 'EntNic_STF-C266', 'EntNic_HHJ-C162', 'EntNic_FHJ-C38', 'EntNic_aeRoe-C36', 'EntNic_DoeJ-C27', 'EntNic_GUS-C41', 'EntNic_MSJ-C2', 'EntNic_KRS-C23', 'EntNic_MMS-C295', 'EntNic_HAS-C59', 'EntNic_GSJ-C274', 'EntNic_JHJ-C220', 'EntNic_SBJ-C52', 'EntNic_UTJ-C22', 'EntNic_DSJ-C190', 'EntNic_ORoe-C299', 'EntNic_KOS-C293', 'EntNic_SSJ-C259', 'EntNic_GEJ-C42', 'EntNic_BRS-C268', 'EntNic_SUJ-C130', 'EntNic_KLJ-C127', 'EntNic_MMS-C295', 'EntNic_DSJ-C190', 'EntNic_JHJ-C220', 'EntNic_KRS-C23', 'EntNic_FHJ-C38', 'EntNic_STF-C266', 'EntNic_HHJ-C162']",23,"['NOJ-C37', 'STF-C266', 'HHJ-C162', 'FHJ-C38', 'aeRoe-C36', 'DoeJ-C27', 'GUS-C41', 'MSJ-C2', 'KRS-C23', 'MMS-C295', 'HAS-C59', 'GSJ-C274', 'JHJ-C220', 'SBJ-C52', 'UTJ-C22', 'DSJ-C190', 'ORoe-C299', 'KOS-C293', 'SSJ-C259', 'GEJ-C42', 'BRS-C268', 'SUJ-C130', 'KLJ-C127', 'MMS-C295', 'DSJ-C190', 'JHJ-C220', 'KRS-C23', 'FHJ-C38', 'STF-C266', 'HHJ-C162']"
EntNic_HiC_scaffold_4_R26,EntNic,HiC_scaffold_4,5328744,5426356,97613,"['EntNic_DoeJ-C27', 'EntNic_NOJ-C37', 'EntNic_MMS-C295', 'EntNic_KRS-C23', 'EntNic_STF-C266', 'EntNic_JHJ-C220', 'EntNic_KOS-C293', 'EntNic_ORoe-C299', 'EntNic_aeRoe-C36', 'EntNic_DSJ-C190', 'EntNic_FHJ-C38', 'EntNic_GUS-C41', 'EntNic_RYJ-C139', 'EntNic_DoeJ-C27', 'EntNic_GSJ-C274', 'EntNic_NOJ-C37', 'EntNic_SBJ-C52', 'EntNic_JEJ-C119', 'EntNic_BIJ-C30', 'EntNic_ULJ-C60', 'EntNic_SSJ-C259', 'EntNic_LVJ-C76', 'EntNic_MSJ-C2', 'EntNic_HHJ-C162', 'EntNic_UTJ-C22', 'EntNic_KOS-C293', 'EntNic_GEJ-C42', 'EntNic_RYJ-C139', 'EntNic_STF-C266', 'EntNic_GSJ-C274', 'EntNic_ULJ-C60', 'EntNic_RYJ-C139', 'EntNic_SBJ-C52', 'EntNic_STF-C266', 'EntNic_GSJ-C274', 'EntNic_DoeJ-C27', 'EntNic_SBJ-C52', 'EntNic_ULJ-C60', 'EntNic_MMS-C295', 'EntNic_GSJ-C274', 'EntNic_DSJ-C190', 'EntNic_RYJ-C139', 'EntNic_KRS-C23']",24,"['DoeJ-C27', 'NOJ-C37', 'MMS-C295', 'KRS-C23', 'STF-C266', 'JHJ-C220', 'KOS-C293', 'ORoe-C299', 'aeRoe-C36', 'DSJ-C190', 'FHJ-C38', 'GUS-C41', 'RYJ-C139', 'DoeJ-C27', 'GSJ-C274', 'NOJ-C37', 'SBJ-C52', 'JEJ-C119', 'BIJ-C30', 'ULJ-C60', 'SSJ-C259', 'LVJ-C76', 'MSJ-C2', 'HHJ-C162', 'UTJ-C22', 'KOS-C293', 'GEJ-C42', 'RYJ-C139', 'STF-C266', 'GSJ-C274', 'ULJ-C60', 'RYJ-C139', 'SBJ-C52', 'STF-C266', 'GSJ-C274', 'DoeJ-C27', 'SBJ-C52', 'ULJ-C60', 'MMS-C295', 'GSJ-C274', 'DSJ-C190', 'RYJ-C139', 'KRS-C23']"
EntNic_HiC_scaffold_4_R27,EntNic,HiC_scaffold_4,5532872,5562375,29504,"['EntNic_SBJ-C52', 'EntNic_STF-C266', 'EntNic_GSJ-C274', 'EntNic_ULJ-C60', 'EntNic_MSJ-C2', 'EntNic_MMS-C295', 'EntNic_RYJ-C139', 'EntNic_KRS-C23', 'EntNic_HHJ-C162', 'EntNic_GEJ-C42', 'EntNic_NOJ-C37', 'EntNic_DoeJ-C27', 'EntNic_KOS-C293', 'EntNic_KLJ-C127', 'EntNic_TOJ-C71', 'EntNic_SHJ-C48']",16,"['SBJ-C52', 'STF-C266', 'GSJ-C274', 'ULJ-C60', 'MSJ-C2', 'MMS-C295', 'RYJ-C139', 'KRS-C23', 'HHJ-C162', 'GEJ-C42', 'NOJ-C37', 'DoeJ-C27', 'KOS-C293', 'KLJ-C127', 'TOJ-C71', 'SHJ-C48']"
EntNic_HiC_scaffold_4_R3,EntNic,HiC_scaffold_4,3965872,3985988,20117,"['EntNic_ORoe-C299', 'EntNic_HHJ-C162', 'EntNic_KRS-C23', 'EntNic_SKS-C55', 'EntNic_DSJ-C190', 'EntNic_MSJ-C2', 'EntNic_HAS-C59']",7,"['ORoe-C299', 'HHJ-C162', 'KRS-C23', 'SKS-C55', 'DSJ-C190', 'MSJ-C2', 'HAS-C59']"
EntNic_HiC_scaffold_4_R31,EntNic,HiC_scaffold_4,5680873,5707890,27018,"['EntNic_KRS-C23', 'EntNic_MMS-C295', 'EntNic_STF-C266', 'EntNic_ULJ-C60', 'EntNic_KOS-C293', 'EntNic_SKS-C55', 'EntNic_aeRoe-C36', 'EntNic_DSJ-C190', 'EntNic_MSJ-C2', 'EntNic_HHJ-C162']",10,"['KRS-C23', 'MMS-C295', 'STF-C266', 'ULJ-C60', 'KOS-C293', 'SKS-C55', 'aeRoe-C36', 'DSJ-C190', 'MSJ-C2', 'HHJ-C162']"
EntNic_HiC_scaffold_4_R33,EntNic,HiC_scaffold_4,5750755,5775264,24510,"['EntNic_FHJ-C38', 'EntNic_aeRoe-C36', 'EntNic_STF-C266', 'EntNic_KRS-C23', 'EntNic_MMS-C295', 'EntNic_DSJ-C190', 'EntNic_KOS-C293', 'EntNic_HHJ-C162', 'EntNic_JHJ-C220']",9,"['FHJ-C38', 'aeRoe-C36', 'STF-C266', 'KRS-C23', 'MMS-C295', 'DSJ-C190', 'KOS-C293', 'HHJ-C162', 'JHJ-C220']"
EntNic_HiC_scaffold_4_R35,EntNic,HiC_scaffold_4,5780285,5796938,16654,"['EntNic_STF-C266', 'EntNic_DSJ-C190', 'EntNic_HHJ-C162', 'EntNic_MSJ-C2']",4,"['STF-C266', 'DSJ-C190', 'HHJ-C162', 'MSJ-C2']"
EntNic_HiC_scaffold_4_R40,EntNic,HiC_scaffold_4,5859595,5873045,13451,"['EntNic_BIJ-C30', 'EntNic_FHJ-C38', 'EntNic_STF-C266', 'EntNic_SKS-C55', 'EntNic_MMS-C295', 'EntNic_HAS-C59', 'EntNic_KRS-C23', 'EntNic_HHJ-C162', 'EntNic_SUJ-C130', 'EntNic_KOS-C293', 'EntNic_MSJ-C2', 'EntNic_aeRoe-C36']",12,"['BIJ-C30', 'FHJ-C38', 'STF-C266', 'SKS-C55', 'MMS-C295', 'HAS-C59', 'KRS-C23', 'HHJ-C162', 'SUJ-C130', 'KOS-C293', 'MSJ-C2', 'aeRoe-C36']"
EntNic_HiC_scaffold_4_R43,EntNic,HiC_scaffold_4,5902829,5916697,13869,"['EntNic_aeRoe-C36', 'EntNic_JHJ-C220', 'EntNic_HHJ-C162', 'EntNic_MSJ-C2', 'EntNic_UTJ-C22', 'EntNic_STF-C266', 'EntNic_KOS-C293', 'EntNic_MMS-C295', 'EntNic_FHJ-C38', 'EntNic_DSJ-C190']",10,"['aeRoe-C36', 'JHJ-C220', 'HHJ-C162', 'MSJ-C2', 'UTJ-C22', 'STF-C266', 'KOS-C293', 'MMS-C295', 'FHJ-C38', 'DSJ-C190']"
EntNic_HiC_scaffold_4_R45,EntNic,HiC_scaffold_4,5936267,5947567,11301,"['EntNic_STF-C266', 'EntNic_MMS-C295', 'EntNic_TOJ-C71', 'EntNic_DSJ-C190']",4,"['STF-C266', 'MMS-C295', 'TOJ-C71', 'DSJ-C190']"
EntNic_HiC_scaffold_4_R48,EntNic,HiC_scaffold_4,6076054,6110716,34663,"['EntNic_SSJ-C259', 'EntNic_FUR-C230', 'EntNic_KLJ-C127', 'EntNic_BJJ-C34', 'EntNic_LEJ-C64', 'EntNic_TOJ-C71', 'EntNic_JHJ-C220', 'EntNic_BIJ-C30']",8,"['SSJ-C259', 'FUR-C230', 'KLJ-C127', 'BJJ-C34', 'LEJ-C64', 'TOJ-C71', 'JHJ-C220', 'BIJ-C30']"
EntNic_HiC_scaffold_4_R5,EntNic,HiC_scaffold_4,4016250,4026955,10706,"['EntNic_KRS-C23', 'EntNic_MSJ-C2', 'EntNic_BRS-C268']",3,"['KRS-C23', 'MSJ-C2', 'BRS-C268']"
EntNic_HiC_scaffold_4_R50,EntNic,HiC_scaffold_4,6119492,6168658,49167,"['EntNic_FUR-C230', 'EntNic_JHJ-C220', 'EntNic_MSJ-C2', 'EntNic_MMS-C295', 'EntNic_STF-C266', 'EntNic_TOJ-C71', 'EntNic_ORoe-C299', 'EntNic_KOS-C293', 'EntNic_FHJ-C38', 'EntNic_LEJ-C64', 'EntNic_SKJ-C16', 'EntNic_RDJ-C344', 'EntNic_JoeJ-C252', 'EntNic_aaRJ-C225', 'EntNic_BJJ-C34', 'EntNic_SSJ-C259', 'EntNic_DSJ-C190', 'EntNic_GoeJ-C19', 'EntNic_SKJ-C216', 'EntNic_HAS-C59', 'EntNic_HHJ-C162', 'EntNic_SKS-C55', 'EntNic_GUS-C41', 'EntNic_LEJ-C64', 'EntNic_BJJ-C34']",23,"['FUR-C230', 'JHJ-C220', 'MSJ-C2', 'MMS-C295', 'STF-C266', 'TOJ-C71', 'ORoe-C299', 'KOS-C293', 'FHJ-C38', 'LEJ-C64', 'SKJ-C16', 'RDJ-C344', 'JoeJ-C252', 'aaRJ-C225', 'BJJ-C34', 'SSJ-C259', 'DSJ-C190', 'GoeJ-C19', 'SKJ-C216', 'HAS-C59', 'HHJ-C162', 'SKS-C55', 'GUS-C41', 'LEJ-C64', 'BJJ-C34']"
EntNic_HiC_scaffold_4_R51,EntNic,HiC_scaffold_4,6197141,6226371,29231,"['EntNic_TOJ-C71', 'EntNic_FUR-C230', 'EntNic_LEJ-C64', 'EntNic_BJJ-C34', 'EntNic_SHJ-C48', 'EntNic_SSJ-C259', 'EntNic_GoeJ-C19', 'EntNic_FUR-C230']",7,"['TOJ-C71', 'FUR-C230', 'LEJ-C64', 'BJJ-C34', 'SHJ-C48', 'SSJ-C259', 'GoeJ-C19', 'FUR-C230']"
EntNic_HiC_scaffold_4_R53,EntNic,HiC_scaffold_4,6270393,6281015,10623,"['EntNic_ORoe-C299', 'EntNic_SKS-C55', 'EntNic_HAS-C59', 'EntNic_KOS-C293', 'EntNic_KRS-C23', 'EntNic_aeRoe-C36', 'EntNic_BJJ-C34', 'EntNic_TOJ-C71']",8,"['ORoe-C299', 'SKS-C55', 'HAS-C59', 'KOS-C293', 'KRS-C23', 'aeRoe-C36', 'BJJ-C34', 'TOJ-C71']"
EntNic_HiC_scaffold_4_R55,EntNic,HiC_scaffold_4,6304155,6334217,30063,"['EntNic_MMS-C295', 'EntNic_HAS-C59', 'EntNic_JHJ-C220', 'EntNic_BJJ-C34', 'EntNic_KRS-C23', 'EntNic_STF-C266', 'EntNic_aeRoe-C36', 'EntNic_HAS-C59', 'EntNic_KRS-C23', 'EntNic_STF-C266', 'EntNic_MMS-C295', 'EntNic_KOS-C293', 'EntNic_BRS-C268', 'EntNic_GUS-C41', 'EntNic_ORoe-C299', 'EntNic_DSJ-C190']",12,"['MMS-C295', 'HAS-C59', 'JHJ-C220', 'BJJ-C34', 'KRS-C23', 'STF-C266', 'aeRoe-C36', 'HAS-C59', 'KRS-C23', 'STF-C266', 'MMS-C295', 'KOS-C293', 'BRS-C268', 'GUS-C41', 'ORoe-C299', 'DSJ-C190']"
EntNic_HiC_scaffold_4_R56,EntNic,HiC_scaffold_4,6391361,6639649,248289,"['EntNic_LEJ-C64', 'EntNic_UTJ-C22', 'EntNic_BRS-C268', 'EntNic_SKS-C55', 'EntNic_ORoe-C299', 'EntNic_HAS-C59', 'EntNic_STF-C266', 'EntNic_DSJ-C190', 'EntNic_KOS-C293', 'EntNic_FHJ-C38', 'EntNic_MMS-C295', 'EntNic_JHJ-C220', 'EntNic_GUS-C41', 'EntNic_BJJ-C34', 'EntNic_HAS-C59', 'EntNic_SKS-C55', 'EntNic_BJJ-C34', 'EntNic_JHJ-C220', 'EntNic_BIJ-C30', 'EntNic_aeRoe-C36', 'EntNic_MMS-C295', 'EntNic_KOS-C293', 'EntNic_FHJ-C38', 'EntNic_NOJ-C37', 'EntNic_KRS-C23', 'EntNic_BIJ-C30', 'EntNic_SUJ-C130', 'EntNic_KOS-C293', 'EntNic_DoeJ-C27', 'EntNic_JEJ-C119', 'EntNic_KOS-C293', 'EntNic_ORoe-C299', 'EntNic_HAS-C59', 'EntNic_HHJ-C162', 'EntNic_SKS-C55', 'EntNic_KRS-C23', 'EntNic_STF-C266', 'EntNic_MMS-C295', 'EntNic_GUS-C41', 'EntNic_VAJ-C24', 'EntNic_KRS-C23', 'EntNic_STF-C266', 'EntNic_ORoe-C299', 'EntNic_BRS-C268', 'EntNic_MMS-C295', 'EntNic_KOS-C293', 'EntNic_GUS-C41', 'EntNic_UTJ-C22', 'EntNic_aeRoe-C36', 'EntNic_GEJ-C42', 'EntNic_SBJ-C52', 'EntNic_HHJ-C162', 'EntNic_JHJ-C220', 'EntNic_VAJ-C24', 'EntNic_DSJ-C190', 'EntNic_BIJ-C30', 'EntNic_BJJ-C34', 'EntNic_LEJ-C64', 'EntNic_HHJ-C162', 'EntNic_DSJ-C190']",25,"['LEJ-C64', 'UTJ-C22', 'BRS-C268', 'SKS-C55', 'ORoe-C299', 'HAS-C59', 'STF-C266', 'DSJ-C190', 'KOS-C293', 'FHJ-C38', 'MMS-C295', 'JHJ-C220', 'GUS-C41', 'BJJ-C34', 'HAS-C59', 'SKS-C55', 'BJJ-C34', 'JHJ-C220', 'BIJ-C30', 'aeRoe-C36', 'MMS-C295', 'KOS-C293', 'FHJ-C38', 'NOJ-C37', 'KRS-C23', 'BIJ-C30', 'SUJ-C130', 'KOS-C293', 'DoeJ-C27', 'JEJ-C119', 'KOS-C293', 'ORoe-C299', 'HAS-C59', 'HHJ-C162', 'SKS-C55', 'KRS-C23', 'STF-C266', 'MMS-C295', 'GUS-C41', 'VAJ-C24', 'KRS-C23', 'STF-C266', 'ORoe-C299', 'BRS-C268', 'MMS-C295', 'KOS-C293', 'GUS-C41', 'UTJ-C22', 'aeRoe-C36', 'GEJ-C42', 'SBJ-C52', 'HHJ-C162', 'JHJ-C220', 'VAJ-C24', 'DSJ-C190', 'BIJ-C30', 'BJJ-C34', 'LEJ-C64', 'HHJ-C162', 'DSJ-C190']"
EntNic_HiC_scaffold_4_R58,EntNic,HiC_scaffold_4,6761329,6797883,36555,"['EntNic_MMS-C295', 'EntNic_RYJ-C139', 'EntNic_aeRoe-C36', 'EntNic_JHJ-C220', 'EntNic_GUS-C41', 'EntNic_aaRJ-C225', 'EntNic_KOS-C293', 'EntNic_GUS-C41', 'EntNic_aaRJ-C225', 'EntNic_MSJ-C2', 'EntNic_RYJ-C139', 'EntNic_LVJ-C76']",9,"['MMS-C295', 'RYJ-C139', 'aeRoe-C36', 'JHJ-C220', 'GUS-C41', 'aaRJ-C225', 'KOS-C293', 'GUS-C41', 'aaRJ-C225', 'MSJ-C2', 'RYJ-C139', 'LVJ-C76']"
EntNic_HiC_scaffold_4_R59,EntNic,HiC_scaffold_4,6846780,6861794,15015,"['EntNic_SKJ-C216', 'EntNic_GUS-C41', 'EntNic_BRS-C268', 'EntNic_RDJ-C344', 'EntNic_aeRoe-C36', 'EntNic_SKJ-C16', 'EntNic_MMS-C295', 'EntNic_STF-C266', 'EntNic_KRS-C23', 'EntNic_DSJ-C190', 'EntNic_FHJ-C38', 'EntNic_UTJ-C22', 'EntNic_TOJ-C71', 'EntNic_FUR-C230', 'EntNic_FHJ-C38', 'EntNic_aaRJ-C225', 'EntNic_GUS-C41', 'EntNic_JEJ-C119', 'EntNic_STF-C266']",16,"['SKJ-C216', 'GUS-C41', 'BRS-C268', 'RDJ-C344', 'aeRoe-C36', 'SKJ-C16', 'MMS-C295', 'STF-C266', 'KRS-C23', 'DSJ-C190', 'FHJ-C38', 'UTJ-C22', 'TOJ-C71', 'FUR-C230', 'FHJ-C38', 'aaRJ-C225', 'GUS-C41', 'JEJ-C119', 'STF-C266']"
EntNic_HiC_scaffold_4_R62,EntNic,HiC_scaffold_4,6901864,6931716,29853,"['EntNic_LVJ-C76', 'EntNic_BRS-C268', 'EntNic_HHJ-C162', 'EntNic_GEJ-C42']",4,"['LVJ-C76', 'BRS-C268', 'HHJ-C162', 'GEJ-C42']"
EntNic_HiC_scaffold_4_R65,EntNic,HiC_scaffold_4,6978660,7003227,24568,"['EntNic_STF-C266', 'EntNic_KRS-C23', 'EntNic_aeRoe-C36', 'EntNic_MMS-C295', 'EntNic_FHJ-C38', 'EntNic_JHJ-C220', 'EntNic_KOS-C293', 'EntNic_KRS-C23', 'EntNic_MMS-C295', 'EntNic_KOS-C293', 'EntNic_JHJ-C220']",7,"['STF-C266', 'KRS-C23', 'aeRoe-C36', 'MMS-C295', 'FHJ-C38', 'JHJ-C220', 'KOS-C293', 'KRS-C23', 'MMS-C295', 'KOS-C293', 'JHJ-C220']"
EntNic_HiC_scaffold_4_R67,EntNic,HiC_scaffold_4,7028681,7052732,24052,"['EntNic_GoeJ-C19', 'EntNic_GSJ-C274', 'EntNic_SBJ-C52', 'EntNic_SHJ-C48', 'EntNic_RYJ-C139', 'EntNic_SKJ-C216', 'EntNic_TOJ-C71', 'EntNic_GEJ-C42', 'EntNic_HHJ-C162', 'EntNic_LVJ-C76', 'EntNic_LEJ-C64', 'EntNic_RDJ-C344', 'EntNic_aaRJ-C225', 'EntNic_BJJ-C34', 'EntNic_JoeJ-C252', 'EntNic_FUR-C230', 'EntNic_BIJ-C30', 'EntNic_SUJ-C130', 'EntNic_SKJ-C16', 'EntNic_JHJ-C220', 'EntNic_MSJ-C2', 'EntNic_ULJ-C60']",22,"['GoeJ-C19', 'GSJ-C274', 'SBJ-C52', 'SHJ-C48', 'RYJ-C139', 'SKJ-C216', 'TOJ-C71', 'GEJ-C42', 'HHJ-C162', 'LVJ-C76', 'LEJ-C64', 'RDJ-C344', 'aaRJ-C225', 'BJJ-C34', 'JoeJ-C252', 'FUR-C230', 'BIJ-C30', 'SUJ-C130', 'SKJ-C16', 'JHJ-C220', 'MSJ-C2', 'ULJ-C60']"
EntNic_HiC_scaffold_4_R68,EntNic,HiC_scaffold_4,7064165,7074261,10097,"['EntNic_GSJ-C274', 'EntNic_SSJ-C259', 'EntNic_LEJ-C64', 'EntNic_BJJ-C34', 'EntNic_aeRoe-C36', 'EntNic_GEJ-C42', 'EntNic_DoeJ-C27', 'EntNic_ULJ-C60', 'EntNic_SSJ-C259']",8,"['GSJ-C274', 'SSJ-C259', 'LEJ-C64', 'BJJ-C34', 'aeRoe-C36', 'GEJ-C42', 'DoeJ-C27', 'ULJ-C60', 'SSJ-C259']"
EntNic_HiC_scaffold_4_R7,EntNic,HiC_scaffold_4,4047254,4064777,17524,"['EntNic_aeRoe-C36', 'EntNic_SSJ-C259', 'EntNic_FHJ-C38']",3,"['aeRoe-C36', 'SSJ-C259', 'FHJ-C38']"
EntNic_HiC_scaffold_4_R71,EntNic,HiC_scaffold_4,7109181,7145387,36207,"['EntNic_GUS-C41', 'EntNic_ORoe-C299', 'EntNic_RDJ-C344', 'EntNic_BRS-C268', 'EntNic_aaRJ-C225', 'EntNic_TOJ-C71', 'EntNic_SKJ-C16', 'EntNic_aeRoe-C36', 'EntNic_BJJ-C34', 'EntNic_LEJ-C64', 'EntNic_KOS-C293', 'EntNic_UTJ-C22', 'EntNic_STF-C266', 'EntNic_HAS-C59', 'EntNic_KRS-C23', 'EntNic_FHJ-C38', 'EntNic_MMS-C295', 'EntNic_FUR-C230', 'EntNic_SHJ-C48', 'EntNic_DSJ-C190', 'EntNic_SKJ-C216', 'EntNic_SKS-C55', 'EntNic_HHJ-C162', 'EntNic_JHJ-C220', 'EntNic_TOJ-C71', 'EntNic_UTJ-C22', 'EntNic_STF-C266', 'EntNic_HAS-C59', 'EntNic_ORoe-C299', 'EntNic_JoeJ-C252', 'EntNic_BRS-C268', 'EntNic_SHJ-C48', 'EntNic_DSJ-C190', 'EntNic_SBJ-C52', 'EntNic_GUS-C41', 'EntNic_SKS-C55']",26,"['GUS-C41', 'ORoe-C299', 'RDJ-C344', 'BRS-C268', 'aaRJ-C225', 'TOJ-C71', 'SKJ-C16', 'aeRoe-C36', 'BJJ-C34', 'LEJ-C64', 'KOS-C293', 'UTJ-C22', 'STF-C266', 'HAS-C59', 'KRS-C23', 'FHJ-C38', 'MMS-C295', 'FUR-C230', 'SHJ-C48', 'DSJ-C190', 'SKJ-C216', 'SKS-C55', 'HHJ-C162', 'JHJ-C220', 'TOJ-C71', 'UTJ-C22', 'STF-C266', 'HAS-C59', 'ORoe-C299', 'JoeJ-C252', 'BRS-C268', 'SHJ-C48', 'DSJ-C190', 'SBJ-C52', 'GUS-C41', 'SKS-C55']"
EntNic_HiC_scaffold_4_R76,EntNic,HiC_scaffold_4,7317477,7330391,12915,"['EntNic_STF-C266', 'EntNic_ORoe-C299', 'EntNic_KOS-C293', 'EntNic_SKJ-C16', 'EntNic_aaRJ-C225', 'EntNic_SKJ-C216', 'EntNic_SKS-C55']",7,"['STF-C266', 'ORoe-C299', 'KOS-C293', 'SKJ-C16', 'aaRJ-C225', 'SKJ-C216', 'SKS-C55']"
EntNic_HiC_scaffold_4_R78,EntNic,HiC_scaffold_4,7360251,7383565,23315,"['EntNic_BRS-C268', 'EntNic_aeRoe-C36', 'EntNic_STF-C266', 'EntNic_JEJ-C119', 'EntNic_SBJ-C52', 'EntNic_KLJ-C127', 'EntNic_FHJ-C38', 'EntNic_KRS-C23', 'EntNic_MSJ-C2']",9,"['BRS-C268', 'aeRoe-C36', 'STF-C266', 'JEJ-C119', 'SBJ-C52', 'KLJ-C127', 'FHJ-C38', 'KRS-C23', 'MSJ-C2']"
EntNic_HiC_scaffold_4_R79,EntNic,HiC_scaffold_4,7430760,7445398,14639,"['EntNic_GoeJ-C19', 'EntNic_SSJ-C259', 'EntNic_JoeJ-C252', 'EntNic_aaRJ-C225', 'EntNic_SKJ-C16', 'EntNic_VAJ-C24', 'EntNic_GUS-C41', 'EntNic_RDJ-C344', 'EntNic_SKJ-C216', 'EntNic_GUS-C41', 'EntNic_SKJ-C16', 'EntNic_RDJ-C344', 'EntNic_aaRJ-C225', 'EntNic_SKJ-C216']",9,"['GoeJ-C19', 'SSJ-C259', 'JoeJ-C252', 'aaRJ-C225', 'SKJ-C16', 'VAJ-C24', 'GUS-C41', 'RDJ-C344', 'SKJ-C216', 'GUS-C41', 'SKJ-C16', 'RDJ-C344', 'aaRJ-C225', 'SKJ-C216']"
EntNic_HiC_scaffold_4_R8,EntNic,HiC_scaffold_4,4075379,4092825,17447,"['EntNic_HHJ-C162', 'EntNic_FHJ-C38', 'EntNic_DSJ-C190', 'EntNic_KOS-C293', 'EntNic_STF-C266', 'EntNic_aeRoe-C36', 'EntNic_KRS-C23', 'EntNic_MSJ-C2', 'EntNic_MMS-C295', 'EntNic_JHJ-C220', 'EntNic_GUS-C41', 'EntNic_UTJ-C22', 'EntNic_BJJ-C34', 'EntNic_VAJ-C24', 'EntNic_JEJ-C119', 'EntNic_SHJ-C48', 'EntNic_ORoe-C299', 'EntNic_GoeJ-C19', 'EntNic_FUR-C230', 'EntNic_SKS-C55', 'EntNic_RDJ-C344', 'EntNic_BIJ-C30']",22,"['HHJ-C162', 'FHJ-C38', 'DSJ-C190', 'KOS-C293', 'STF-C266', 'aeRoe-C36', 'KRS-C23', 'MSJ-C2', 'MMS-C295', 'JHJ-C220', 'GUS-C41', 'UTJ-C22', 'BJJ-C34', 'VAJ-C24', 'JEJ-C119', 'SHJ-C48', 'ORoe-C299', 'GoeJ-C19', 'FUR-C230', 'SKS-C55', 'RDJ-C344', 'BIJ-C30']"
EntNic_HiC_scaffold_4_R83,EntNic,HiC_scaffold_4,7503615,7513995,10381,"['EntNic_KRS-C23', 'EntNic_STF-C266', 'EntNic_MMS-C295']",3,"['KRS-C23', 'STF-C266', 'MMS-C295']"
EntNic_HiC_scaffold_4_R86,EntNic,HiC_scaffold_4,7582428,7593028,10601,"['EntNic_TOJ-C71', 'EntNic_FUR-C230']",2,"['TOJ-C71', 'FUR-C230']"
EntNic_HiC_scaffold_4_R94,EntNic,HiC_scaffold_4,7726878,7755406,28529,"['EntNic_LEJ-C64', 'EntNic_GEJ-C42', 'EntNic_KRS-C23', 'EntNic_SBJ-C52', 'EntNic_JoeJ-C252', 'EntNic_FUR-C230', 'EntNic_GEJ-C42', 'EntNic_SKJ-C16', 'EntNic_aaRJ-C225', 'EntNic_LEJ-C64']",8,"['LEJ-C64', 'GEJ-C42', 'KRS-C23', 'SBJ-C52', 'JoeJ-C252', 'FUR-C230', 'GEJ-C42', 'SKJ-C16', 'aaRJ-C225', 'LEJ-C64']"
